hour_utc,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2021-08-16T02:00:00Z,6.55,9.69,16.03,6.53,0.33,64.69
2021-08-16T03:00:00Z,7.38,12.42,20.08,8.45,0.39,64.99
2021-08-16T04:00:00Z,7.2,15.67,25.83,11.31,0.33,62.77
2021-08-16T05:00:00Z,7.41,19.29,32.8,14.8,0.41,58.09
2021-08-16T06:00:00Z,7.14,21.83,37.52,16.69,0.51,57.05
2021-08-16T07:00:00Z,9.71,20.85,36.04,15.42,0.64,54.69
2021-08-16T08:00:00Z,6.47,18.53,31.89,12.86,0.3,59.74
2021-08-16T09:00:00Z,6.11,16.26,26.96,10.56,0.15,65.6
2021-08-16T10:00:00Z,23.68,15.38,25.58,10.82,0.24,68.74
2021-08-16T11:00:00Z,19.01,14.89,24.46,10.31,0.55,46.41
2021-08-16T12:00:00Z,4.76,12.9,21.11,8.22,0.34,72.23
2021-08-16T13:00:00Z,8.16,13.62,22.36,8.48,0.23,70.69
2021-08-16T14:00:00Z,7.48,15.35,25.15,9.28,0.17,75.81
2021-08-16T15:00:00Z,11.37,15.46,25.42,9.88,0.19,79.42
2021-08-16T16:00:00Z,3.72,13.52,21.54,8.39,0.06,75.97
2021-08-16T17:00:00Z,1.22,9.3,13.95,5.87,0.0,89.14
2021-08-16T18:00:00Z,7.87,7.58,10.98,5.09,0.01,89.87
2021-08-16T19:00:00Z,8.37,6.61,9.51,4.55,0.03,86.97
2021-08-16T20:00:00Z,15.12,7.55,11.06,6.36,0.13,88.01
2021-08-16T21:00:00Z,12.52,6.02,9.28,4.9,0.21,89.06
2021-08-16T22:00:00Z,11.59,5.54,9.19,4.07,0.25,85.32
2021-08-16T23:00:00Z,10.66,5.06,8.6,3.63,0.35,82.08
2021-08-17T00:00:00Z,8.93,4.58,8.11,3.18,0.31,76.44
2021-08-17T01:00:00Z,7.14,4.55,7.86,3.16,0.32,72.54
2021-08-17T02:00:00Z,7.69,4.6,7.97,3.16,0.3,68.22
2021-08-17T03:00:00Z,8.25,4.47,7.73,3.08,0.29,67.99
2021-08-17T04:00:00Z,8.06,4.31,7.61,2.82,0.3,67.22
2021-08-17T05:00:00Z,9.47,4.24,7.62,2.79,0.26,62.95
2021-08-17T06:00:00Z,14.86,3.48,6.61,2.34,0.51,56.88
2021-08-17T07:00:00Z,19.27,1.98,4.6,1.01,0.49,47.57
2021-08-17T08:00:00Z,14.26,1.85,4.16,0.73,0.31,46.49
2021-08-17T09:00:00Z,10.18,1.78,3.75,0.55,0.42,49.97
2021-08-17T10:00:00Z,9.59,1.78,3.47,0.53,0.26,51.08
2021-08-17T11:00:00Z,9.88,1.65,3.21,0.36,0.22,54.56
2021-08-17T12:00:00Z,6.36,1.95,3.33,0.49,0.07,57.89
2021-08-17T13:00:00Z,6.14,2.57,3.86,0.87,0.0,53.8
2021-08-17T14:00:00Z,7.15,3.15,4.88,1.38,0.01,56.58
2021-08-17T15:00:00Z,9.69,4.37,6.61,2.46,0.01,59.44
2021-08-17T16:00:00Z,10.2,6.0,9.1,4.11,0.03,62.73
2021-08-17T17:00:00Z,7.44,5.95,8.77,4.52,0.02,65.64
2021-08-17T18:00:00Z,7.22,5.65,8.52,4.18,0.05,65.43
2021-08-17T19:00:00Z,10.42,5.84,8.95,4.56,0.11,65.0
2021-08-17T20:00:00Z,12.56,5.26,8.53,3.85,0.11,62.09
2021-08-17T21:00:00Z,12.89,4.25,7.3,2.92,0.17,57.18
2021-08-17T22:00:00Z,15.56,5.11,9.0,3.97,0.14,58.09
2021-08-17T23:00:00Z,14.24,7.67,12.6,6.02,0.2,53.97
2021-08-18T00:00:00Z,9.15,7.71,12.57,6.16,0.24,50.27
2021-08-18T01:00:00Z,7.5,5.79,9.9,4.44,0.25,47.57
2021-08-18T02:00:00Z,5.76,4.72,8.48,3.47,0.26,46.46
2021-08-18T03:00:00Z,7.01,5.35,9.19,3.98,0.3,47.61
2021-08-18T04:00:00Z,6.87,7.5,12.22,5.17,0.33,51.32
2021-08-18T05:00:00Z,5.53,4.23,7.99,2.69,0.28,57.49
2021-08-18T06:00:00Z,6.77,3.31,6.62,1.97,0.47,56.48
2021-08-18T07:00:00Z,18.31,3.25,6.07,1.97,0.71,37.35
2021-08-18T08:00:00Z,16.59,2.96,5.31,1.51,0.58,41.54
2021-08-18T09:00:00Z,12.21,3.27,5.62,1.69,0.4,52.85
2021-08-18T10:00:00Z,10.67,3.18,5.37,1.61,0.26,52.35
2021-08-18T11:00:00Z,8.39,2.94,4.67,1.23,0.19,53.83
2021-08-18T12:00:00Z,8.34,3.25,5.07,1.63,0.14,59.02
2021-08-18T13:00:00Z,9.81,3.64,5.53,1.86,0.06,53.68
2021-08-18T14:00:00Z,14.18,4.4,6.73,2.8,0.05,48.99
2021-08-18T15:00:00Z,10.11,5.49,8.09,3.69,0.01,56.74
2021-08-18T16:00:00Z,6.4,5.27,7.73,3.41,0.0,62.28
2021-08-18T17:00:00Z,7.43,6.18,8.99,4.35,0.0,65.54
2021-08-18T18:00:00Z,10.67,8.73,12.92,7.17,0.02,64.19
2021-08-18T19:00:00Z,13.31,13.36,19.7,10.56,0.09,61.2
2021-08-18T20:00:00Z,13.08,13.0,19.34,9.8,0.15,58.32
2021-08-18T21:00:00Z,13.15,14.02,21.6,10.16,0.15,55.8
2021-08-18T22:00:00Z,12.79,16.86,27.22,12.89,0.16,51.48
2021-08-18T23:00:00Z,11.42,15.45,24.21,11.7,0.21,50.81
2021-08-19T00:00:00Z,11.59,16.56,26.59,12.93,0.22,47.8
2021-08-19T01:00:00Z,8.64,7.29,11.82,6.03,0.26,52.53
2021-08-19T02:00:00Z,6.95,6.39,10.5,5.25,0.26,54.78
2021-08-19T03:00:00Z,8.73,7.24,11.57,5.83,0.25,51.93
2021-08-19T04:00:00Z,9.65,6.79,11.11,5.4,0.32,49.89
2021-08-19T05:00:00Z,10.52,7.18,11.58,6.04,0.31,50.5
2021-08-19T06:00:00Z,16.0,8.0,12.9,6.42,0.62,38.17
2021-08-19T07:00:00Z,18.1,7.3,11.97,5.56,0.68,29.4
2021-08-19T08:00:00Z,14.95,4.64,7.79,3.15,0.45,31.2
2021-08-19T09:00:00Z,7.12,5.09,7.95,2.91,0.07,39.9
2021-08-19T10:00:00Z,2.96,5.42,7.92,2.72,0.0,56.05
2021-08-19T11:00:00Z,5.76,6.36,9.18,3.34,0.0,64.09
2021-08-19T12:00:00Z,5.58,5.3,7.08,2.5,0.0,80.09
2021-08-19T13:00:00Z,14.03,6.33,8.95,3.68,0.01,72.28
2021-08-19T14:00:00Z,16.04,6.44,9.44,4.04,0.0,71.01
2021-08-19T15:00:00Z,15.36,7.35,11.62,4.84,0.0,66.02
2021-08-19T16:00:00Z,15.81,9.03,14.12,6.78,0.0,79.16
2021-08-19T17:00:00Z,22.21,9.21,14.54,7.6,0.0,79.46
2021-08-19T18:00:00Z,16.34,9.63,14.73,8.11,0.0,54.83
2021-08-19T19:00:00Z,17.41,9.03,13.68,7.7,0.0,43.17
2021-08-19T20:00:00Z,32.2,11.3,17.07,10.0,0.07,34.49
2021-08-19T21:00:00Z,28.91,12.81,18.84,11.61,0.11,29.24
2021-08-19T22:00:00Z,13.92,8.06,12.62,6.85,0.17,31.83
2021-08-19T23:00:00Z,7.09,2.33,4.9,1.36,0.13,50.14
2021-08-20T00:00:00Z,10.84,2.21,4.78,1.23,0.19,49.06
2021-08-20T01:00:00Z,8.23,2.11,4.6,1.11,0.15,57.2
2021-08-20T02:00:00Z,8.64,2.32,5.01,1.35,0.17,55.77
2021-08-20T03:00:00Z,7.57,2.35,5.01,1.25,0.26,52.83
2021-08-20T04:00:00Z,7.22,2.29,5.01,1.18,0.22,51.0
2021-08-20T05:00:00Z,9.43,2.36,5.11,1.24,0.21,44.51
2021-08-20T06:00:00Z,17.54,3.56,7.21,2.3,0.41,25.34
2021-08-20T07:00:00Z,18.7,4.37,8.37,2.77,0.38,18.38
2021-08-20T08:00:00Z,9.67,6.21,10.85,3.89,0.06,24.29
2021-08-20T09:00:00Z,0.64,4.56,7.17,1.9,0.0,38.32
2021-08-20T10:00:00Z,1.69,4.93,7.17,2.19,0.0,59.35
2021-08-20T11:00:00Z,2.47,4.91,6.93,2.02,0.0,58.49
2021-08-20T12:00:00Z,3.53,5.51,7.53,2.69,0.01,73.94
2021-08-20T13:00:00Z,5.69,4.53,5.91,1.87,0.0,73.33
2021-08-20T14:00:00Z,7.65,4.87,6.51,2.26,0.0,76.04
2021-08-20T15:00:00Z,8.7,4.95,6.58,2.41,0.02,79.35
2021-08-20T16:00:00Z,6.95,4.45,5.72,1.98,0.01,80.33
2021-08-20T17:00:00Z,13.76,4.3,6.6,1.91,0.02,76.64
2021-08-20T18:00:00Z,16.18,4.52,7.39,2.23,0.0,66.1
2021-08-20T19:00:00Z,19.41,5.48,8.8,3.3,0.0,54.12
2021-08-20T20:00:00Z,23.41,5.45,8.7,3.55,0.0,40.47
2021-08-20T21:00:00Z,25.82,6.11,9.91,4.32,0.0,31.83
2021-08-20T22:00:00Z,19.99,5.26,8.78,3.61,0.0,38.85
2021-08-20T23:00:00Z,17.11,4.59,8.02,3.1,0.02,46.7
2021-08-21T00:00:00Z,17.31,4.4,7.81,3.07,0.06,43.7
2021-08-21T01:00:00Z,16.4,4.43,8.11,3.35,0.13,36.49
2021-08-21T02:00:00Z,15.01,4.44,8.14,3.33,0.12,28.87
2021-08-21T03:00:00Z,13.87,4.72,8.65,3.69,0.12,28.81
2021-08-21T04:00:00Z,14.17,5.8,10.03,4.57,0.13,27.04
2021-08-21T05:00:00Z,13.06,5.63,10.03,4.44,0.12,23.9
2021-08-21T06:00:00Z,14.39,6.56,11.19,5.32,0.14,20.81
2021-08-21T07:00:00Z,15.06,7.21,11.94,5.61,0.16,10.96
2021-08-21T08:00:00Z,10.95,7.62,12.53,5.57,0.07,14.5
2021-08-21T09:00:00Z,8.12,7.41,11.9,5.27,0.01,22.07
2021-08-21T10:00:00Z,13.59,7.68,12.39,5.68,0.02,28.25
2021-08-21T11:00:00Z,13.79,7.77,12.45,5.92,0.0,25.5
2021-08-21T12:00:00Z,3.87,5.53,8.28,3.36,0.0,27.39
2021-08-21T13:00:00Z,2.63,4.54,6.25,2.53,0.01,51.02
2021-08-21T14:00:00Z,8.4,5.2,7.77,3.47,0.01,59.43
2021-08-21T15:00:00Z,13.65,7.24,11.29,5.42,0.0,53.52
2021-08-21T16:00:00Z,14.7,4.47,7.81,3.11,0.01,53.89
2021-08-21T17:00:00Z,15.2,5.35,8.97,4.08,0.04,48.3
2021-08-21T18:00:00Z,16.95,5.66,9.83,4.41,0.05,35.96
2021-08-21T19:00:00Z,15.07,10.25,16.46,8.55,0.03,31.35
2021-08-21T20:00:00Z,19.58,10.83,16.61,9.59,0.09,28.49
2021-08-21T21:00:00Z,21.83,11.54,16.67,10.56,0.21,23.67
2021-08-21T22:00:00Z,19.9,13.14,18.52,12.09,0.2,17.46
2021-08-21T23:00:00Z,20.07,15.19,21.81,14.24,0.31,17.49
2021-08-22T00:00:00Z,16.68,14.91,21.66,13.87,0.4,10.77
2021-08-22T01:00:00Z,14.61,15.65,24.1,14.3,0.25,25.01
2021-08-22T02:00:00Z,3.79,2.39,6.01,1.59,0.17,69.57
2021-08-22T03:00:00Z,11.32,7.98,12.9,6.59,0.26,46.08
2021-08-22T04:00:00Z,9.95,10.75,16.46,8.85,0.22,33.88
2021-08-22T05:00:00Z,7.64,9.59,14.93,7.72,0.29,32.52
2021-08-22T06:00:00Z,7.08,9.57,15.05,7.88,0.25,30.06
2021-08-22T07:00:00Z,7.39,10.47,16.27,8.42,0.27,28.97
2021-08-22T08:00:00Z,7.94,13.38,20.04,10.02,0.2,27.22
2021-08-22T09:00:00Z,8.56,11.15,16.92,8.46,0.12,28.12
2021-08-22T10:00:00Z,5.78,8.12,12.94,6.04,0.1,38.65
2021-08-22T11:00:00Z,3.62,5.89,9.87,4.23,0.03,48.6
2021-08-22T12:00:00Z,1.16,4.46,7.14,2.6,0.0,52.01
2021-08-22T13:00:00Z,0.7,4.59,6.37,2.52,0.0,60.23
2021-08-22T14:00:00Z,6.53,8.44,12.27,6.07,0.02,74.0
2021-08-22T15:00:00Z,0.69,6.15,8.35,3.72,0.0,75.49
2021-08-22T16:00:00Z,22.02,4.99,8.22,3.66,0.01,98.55
2021-08-22T17:00:00Z,13.25,4.05,7.21,2.93,0.0,80.01
2021-08-22T18:00:00Z,10.39,3.52,6.39,2.44,0.0,71.02
2021-08-22T19:00:00Z,12.23,3.95,7.09,3.15,0.04,68.62
2021-08-22T20:00:00Z,12.28,3.77,7.15,2.94,0.07,61.73
2021-08-22T21:00:00Z,15.05,10.12,15.73,8.84,0.05,65.19
2021-08-22T22:00:00Z,12.38,12.75,18.94,10.67,0.14,58.06
2021-08-22T23:00:00Z,9.81,10.43,16.06,8.85,0.13,50.02
2021-08-23T00:00:00Z,4.39,13.69,20.61,11.42,0.2,57.64
2021-08-23T01:00:00Z,5.67,14.17,21.42,11.76,0.23,51.38
2021-08-23T02:00:00Z,5.62,14.49,22.02,12.0,0.33,50.36
2021-08-23T03:00:00Z,7.54,14.45,22.01,11.87,0.3,51.65
2021-08-23T04:00:00Z,6.02,15.42,24.25,12.47,0.31,51.0
2021-08-23T05:00:00Z,6.17,14.54,22.61,11.25,0.31,60.36
2021-08-23T06:00:00Z,18.09,13.17,20.51,10.45,0.4,46.48
2021-08-23T07:00:00Z,21.79,9.62,15.19,7.46,0.52,36.14
2021-08-23T08:00:00Z,13.02,8.96,14.22,6.92,0.3,39.68
2021-08-23T09:00:00Z,6.21,7.35,11.34,5.45,0.06,45.5
2021-08-23T10:00:00Z,3.58,6.32,9.22,4.44,0.0,55.28
2021-08-23T11:00:00Z,2.93,7.06,9.63,4.73,0.02,59.19
2021-08-23T12:00:00Z,7.78,8.31,11.65,6.01,0.02,78.65
2021-08-23T13:00:00Z,4.52,8.19,10.92,5.77,0.02,83.03
2021-08-23T14:00:00Z,4.42,6.26,7.71,3.79,0.03,98.48
2021-08-23T15:00:00Z,4.02,4.46,5.08,1.81,0.05,101.88
2021-08-23T16:00:00Z,3.54,4.24,4.8,1.54,0.02,99.19
2021-08-23T17:00:00Z,4.95,3.91,4.41,1.33,0.02,94.99
2021-08-23T18:00:00Z,7.14,3.87,4.48,1.41,0.03,92.62
2021-08-23T19:00:00Z,15.02,4.33,5.94,2.34,0.01,94.31
2021-08-23T20:00:00Z,18.94,4.65,7.13,3.23,0.06,80.63
2021-08-23T21:00:00Z,16.7,4.87,7.9,3.79,0.16,76.4
2021-08-23T22:00:00Z,15.39,5.15,8.77,4.26,0.13,67.44
2021-08-23T23:00:00Z,14.05,5.11,8.86,4.39,0.26,60.82
2021-08-24T00:00:00Z,11.88,5.42,9.28,4.57,0.32,59.93
2021-08-24T01:00:00Z,9.74,5.55,9.55,4.49,0.25,58.63
2021-08-24T02:00:00Z,10.99,5.66,9.82,4.52,0.22,50.09
2021-08-24T03:00:00Z,9.09,5.09,8.97,3.92,0.19,54.89
2021-08-24T04:00:00Z,8.41,4.69,8.55,3.6,0.24,59.61
2021-08-24T05:00:00Z,12.62,3.4,6.82,2.43,0.3,54.58
2021-08-24T06:00:00Z,14.74,2.48,5.53,1.5,0.34,47.19
2021-08-24T07:00:00Z,13.57,1.84,4.31,0.72,0.3,56.14
2021-08-24T08:00:00Z,7.32,2.12,4.22,0.76,0.21,62.15
2021-08-24T09:00:00Z,8.05,2.03,3.88,0.74,0.08,63.6
2021-08-24T10:00:00Z,5.58,1.66,3.08,0.22,0.04,68.3
2021-08-24T11:00:00Z,4.58,1.49,2.25,0.0,0.01,73.15
2021-08-24T12:00:00Z,5.89,1.79,2.71,0.18,0.0,73.06
2021-08-24T13:00:00Z,8.07,2.02,3.13,0.41,0.0,78.32
2021-08-24T14:00:00Z,6.58,3.05,4.27,1.33,0.0,71.85
2021-08-24T15:00:00Z,8.91,2.92,4.5,1.31,0.0,75.46
2021-08-24T16:00:00Z,10.24,2.54,4.11,0.96,0.0,77.08
2021-08-24T17:00:00Z,8.77,3.27,5.18,1.68,0.0,75.03
2021-08-24T18:00:00Z,9.61,2.63,4.49,1.11,0.03,77.78
2021-08-24T19:00:00Z,12.16,4.15,7.02,2.73,0.07,75.71
2021-08-24T20:00:00Z,12.7,4.31,7.6,3.08,0.12,72.91
2021-08-24T21:00:00Z,12.96,5.35,9.09,4.15,0.11,64.97
2021-08-24T22:00:00Z,12.36,4.75,8.35,3.61,0.16,57.12
2021-08-24T23:00:00Z,9.12,4.6,8.16,3.52,0.24,58.96
2021-08-25T00:00:00Z,9.45,4.45,8.08,3.39,0.25,56.83
2021-08-25T01:00:00Z,9.94,6.37,10.95,5.16,0.19,55.58
2021-08-25T02:00:00Z,8.07,5.06,9.15,3.99,0.22,55.53
2021-08-25T03:00:00Z,7.95,5.56,9.86,4.32,0.26,51.0
2021-08-25T04:00:00Z,5.12,6.17,10.66,4.53,0.33,51.57
2021-08-25T05:00:00Z,6.73,6.54,11.09,4.81,0.33,51.65
2021-08-25T06:00:00Z,13.65,6.96,11.8,5.23,0.27,41.55
2021-08-25T07:00:00Z,13.33,6.41,10.98,4.81,0.31,48.88
2021-08-25T08:00:00Z,10.11,5.82,9.97,4.14,0.31,47.48
2021-08-25T09:00:00Z,7.09,5.89,9.66,4.03,0.28,50.13
2021-08-25T10:00:00Z,8.12,5.86,9.48,3.91,0.2,51.36
2021-08-25T11:00:00Z,6.9,14.65,23.11,11.44,0.14,50.83
2021-08-25T12:00:00Z,5.31,12.44,20.83,8.92,0.02,50.85
2021-08-25T13:00:00Z,5.59,10.21,16.37,7.14,0.0,54.51
2021-08-25T14:00:00Z,5.83,8.52,13.61,5.74,0.0,58.24
2021-08-25T15:00:00Z,6.31,12.22,20.63,8.39,0.0,59.18
2021-08-25T16:00:00Z,6.48,17.11,29.31,12.46,0.0,64.54
2021-08-25T17:00:00Z,8.38,9.74,15.18,6.93,0.0,72.1
2021-08-25T18:00:00Z,12.63,12.81,20.86,9.79,0.01,70.18
2021-08-25T19:00:00Z,13.46,10.13,15.55,8.08,0.04,63.16
2021-08-25T20:00:00Z,15.65,9.39,14.29,7.73,0.11,54.64
2021-08-25T21:00:00Z,21.82,10.15,15.47,8.48,0.13,39.44
2021-08-25T22:00:00Z,24.18,12.1,18.22,10.59,0.18,32.12
2021-08-25T23:00:00Z,19.74,12.23,19.32,10.55,0.19,35.8
2021-08-26T00:00:00Z,10.61,9.02,14.14,7.24,0.16,46.5
2021-08-26T01:00:00Z,9.23,11.63,17.96,8.77,0.21,46.85
2021-08-26T02:00:00Z,9.74,9.77,15.65,7.22,0.23,43.91
2021-08-26T03:00:00Z,8.66,7.58,12.7,5.64,0.27,42.98
2021-08-26T04:00:00Z,10.28,6.57,11.28,4.78,0.25,43.62
2021-08-26T05:00:00Z,11.28,5.16,9.56,3.63,0.3,39.81
2021-08-26T06:00:00Z,7.95,2.64,5.94,1.5,0.31,39.15
2021-08-26T07:00:00Z,3.78,3.54,6.58,1.96,0.48,46.02
2021-08-26T08:00:00Z,2.62,7.82,13.51,4.93,0.32,55.59
2021-08-26T09:00:00Z,2.81,6.69,10.96,3.74,0.23,64.44
2021-08-26T10:00:00Z,3.07,5.72,8.63,3.02,0.03,67.07
2021-08-26T11:00:00Z,4.15,11.0,18.37,7.06,0.01,75.97
2021-08-26T12:00:00Z,4.61,8.35,13.16,5.0,0.0,82.44
2021-08-26T13:00:00Z,4.14,4.43,5.92,1.97,0.0,86.87
2021-08-26T14:00:00Z,6.49,5.18,7.23,2.65,0.0,89.02
2021-08-26T15:00:00Z,7.23,4.81,6.32,2.41,0.0,89.34
2021-08-26T16:00:00Z,6.71,5.41,7.53,2.78,0.0,85.83
2021-08-26T17:00:00Z,7.05,7.17,10.85,4.1,0.0,88.52
2021-08-26T18:00:00Z,7.77,5.28,7.45,2.66,0.0,90.58
2021-08-26T19:00:00Z,10.85,5.91,8.84,3.35,0.05,89.45
2021-08-26T20:00:00Z,15.39,7.05,11.44,4.32,0.1,84.15
2021-08-26T21:00:00Z,10.8,10.16,17.55,6.67,0.18,80.62
2021-08-26T22:00:00Z,9.76,13.56,23.84,9.31,0.21,83.61
2021-08-26T23:00:00Z,10.44,4.66,8.04,2.52,0.22,82.26
2021-08-27T00:00:00Z,10.85,4.02,7.09,2.19,0.24,79.66
2021-08-27T01:00:00Z,8.91,4.39,7.99,2.4,0.28,81.31
2021-08-27T02:00:00Z,10.72,3.66,7.05,1.99,0.34,80.17
2021-08-27T03:00:00Z,9.93,3.68,6.97,1.96,0.23,75.34
2021-08-27T04:00:00Z,10.35,4.01,7.68,2.41,0.28,69.68
2021-08-27T05:00:00Z,11.37,3.5,7.06,1.97,0.35,64.0
2021-08-27T06:00:00Z,19.85,4.4,8.26,2.72,0.52,48.02
2021-08-27T07:00:00Z,15.37,4.1,7.93,2.4,0.41,51.13
2021-08-27T08:00:00Z,11.47,3.98,7.19,2.11,0.39,57.14
2021-08-27T09:00:00Z,8.39,3.89,6.62,2.09,0.23,63.46
2021-08-27T10:00:00Z,4.27,2.99,4.54,1.07,0.23,69.08
2021-08-27T11:00:00Z,7.19,3.6,5.35,1.64,0.16,71.36
2021-08-27T12:00:00Z,6.81,3.55,5.06,1.47,0.08,74.1
2021-08-27T13:00:00Z,7.97,4.65,6.7,2.47,0.05,75.63
2021-08-27T14:00:00Z,6.63,4.25,5.97,1.94,0.02,77.6
2021-08-27T15:00:00Z,10.09,3.93,5.7,1.72,0.05,79.5
2021-08-27T16:00:00Z,7.48,3.64,5.29,1.32,0.04,80.85
2021-08-27T17:00:00Z,8.36,4.41,6.45,2.05,0.06,80.9
2021-08-27T18:00:00Z,12.21,5.59,8.83,3.19,0.12,78.83
2021-08-27T19:00:00Z,14.84,6.61,10.76,4.24,0.16,72.61
2021-08-27T20:00:00Z,18.01,7.41,12.41,5.55,0.16,67.0
2021-08-27T21:00:00Z,16.0,4.48,7.85,2.85,0.21,62.69
2021-08-27T22:00:00Z,15.73,4.53,8.13,2.97,0.23,55.29
2021-08-27T23:00:00Z,16.35,6.5,11.14,5.18,0.36,49.13
2021-08-28T00:00:00Z,15.16,6.59,11.32,5.12,0.28,49.08
2021-08-28T01:00:00Z,10.9,6.45,11.4,5.16,0.32,51.38
2021-08-28T02:00:00Z,10.78,6.51,11.56,5.07,0.23,50.79
2021-08-28T03:00:00Z,13.04,20.56,31.26,18.57,0.42,41.61
2021-08-28T04:00:00Z,14.2,8.3,14.04,6.44,0.36,36.23
2021-08-28T05:00:00Z,13.26,7.32,12.59,5.61,0.43,36.29
2021-08-28T06:00:00Z,15.22,8.15,13.63,6.27,0.54,30.2
2021-08-28T07:00:00Z,14.51,8.94,14.75,6.66,0.39,33.08
2021-08-28T08:00:00Z,11.17,13.91,22.18,10.55,0.35,44.63
2021-08-28T09:00:00Z,8.72,14.24,22.2,10.38,0.32,42.82
2021-08-28T10:00:00Z,2.79,11.43,16.86,8.62,0.03,39.21
2021-08-28T11:00:00Z,2.86,6.53,9.12,4.24,0.01,59.19
2021-08-28T12:00:00Z,2.71,5.79,7.78,3.41,0.0,68.78
2021-08-28T13:00:00Z,3.67,6.18,8.04,3.62,0.01,76.72
2021-08-28T14:00:00Z,4.34,6.15,7.74,3.51,0.02,84.8
2021-08-28T15:00:00Z,5.32,5.23,6.44,2.68,0.02,91.64
2021-08-28T16:00:00Z,5.39,4.83,5.8,2.13,0.03,96.55
2021-08-28T17:00:00Z,5.65,4.76,5.74,2.03,0.02,97.89
2021-08-28T18:00:00Z,14.83,5.78,7.61,3.33,0.01,84.68
2021-08-28T19:00:00Z,13.69,5.82,7.64,3.42,0.01,81.26
2021-08-28T20:00:00Z,22.32,6.6,9.92,4.83,0.03,72.82
2021-08-28T21:00:00Z,21.09,6.92,10.9,5.47,0.11,65.5
2021-08-28T22:00:00Z,16.67,5.86,9.7,4.62,0.21,60.7
2021-08-28T23:00:00Z,16.66,6.24,10.38,4.98,0.16,52.15
2021-08-29T00:00:00Z,19.26,7.6,12.41,6.65,0.24,39.67
2021-08-29T01:00:00Z,19.65,9.66,14.81,8.79,0.3,18.8
2021-08-29T02:00:00Z,15.63,7.98,12.69,7.18,0.35,20.42
2021-08-29T03:00:00Z,20.2,12.67,17.76,11.69,0.6,12.31
2021-08-29T04:00:00Z,15.53,11.26,16.85,10.3,0.47,20.9
2021-08-29T05:00:00Z,14.1,11.0,16.76,9.52,0.31,36.57
2021-08-29T06:00:00Z,14.02,12.99,19.87,11.39,0.43,28.51
2021-08-29T07:00:00Z,13.23,15.27,24.14,13.18,0.52,31.42
2021-08-29T08:00:00Z,12.51,16.34,26.9,13.15,0.44,37.36
2021-08-29T09:00:00Z,9.18,17.12,28.2,13.62,0.39,37.11
2021-08-29T10:00:00Z,2.85,7.35,11.42,5.17,0.2,53.32
2021-08-29T11:00:00Z,2.46,5.29,7.77,2.94,0.06,70.13
2021-08-29T12:00:00Z,4.76,5.09,7.22,2.96,0.02,73.22
2021-08-29T13:00:00Z,4.77,7.64,11.18,5.28,0.0,75.64
2021-08-29T14:00:00Z,5.62,6.95,9.88,4.55,0.0,81.37
2021-08-29T15:00:00Z,7.09,6.7,9.52,4.32,0.02,85.1
2021-08-29T16:00:00Z,6.04,6.38,8.75,4.15,0.02,83.0
2021-08-29T17:00:00Z,7.16,7.46,11.06,4.87,0.02,87.5
2021-08-29T18:00:00Z,9.0,7.63,11.05,5.71,0.04,82.56
2021-08-29T19:00:00Z,13.04,5.59,8.44,3.82,0.11,78.7
2021-08-29T20:00:00Z,13.73,6.04,9.5,4.38,0.16,73.08
2021-08-29T21:00:00Z,10.93,5.15,8.31,3.56,0.19,68.39
2021-08-29T22:00:00Z,7.97,4.98,8.12,3.28,0.23,74.18
2021-08-29T23:00:00Z,6.93,5.48,8.85,3.63,0.16,79.06
2021-08-30T00:00:00Z,8.02,5.85,9.43,4.0,0.32,78.3
2021-08-30T01:00:00Z,7.68,6.25,10.03,4.48,0.27,76.6
2021-08-30T02:00:00Z,7.58,5.95,9.71,4.26,0.31,77.35
2021-08-30T03:00:00Z,7.56,4.92,8.24,3.42,0.25,78.29
2021-08-30T04:00:00Z,7.09,4.62,7.81,3.15,0.29,78.13
2021-08-30T05:00:00Z,7.7,4.26,7.54,2.76,0.29,78.69
2021-08-30T06:00:00Z,8.83,4.48,7.86,3.16,0.35,75.15
2021-08-30T07:00:00Z,9.2,4.37,7.69,2.88,0.33,72.08
2021-08-30T08:00:00Z,8.91,4.32,7.49,2.79,0.28,70.33
2021-08-30T09:00:00Z,8.15,4.64,7.65,3.06,0.26,72.55
2021-08-30T10:00:00Z,8.4,6.61,10.51,4.52,0.24,73.77
2021-08-30T11:00:00Z,7.55,7.75,12.05,5.7,0.21,71.74
2021-08-30T12:00:00Z,7.72,9.05,13.69,6.68,0.17,73.87
2021-08-30T13:00:00Z,6.56,8.13,12.3,5.79,0.13,74.55
2021-08-30T14:00:00Z,7.41,9.04,13.41,6.92,0.08,74.31
2021-08-30T15:00:00Z,5.51,8.42,12.16,6.58,0.05,73.73
2021-08-30T16:00:00Z,5.34,5.7,7.9,3.89,0.01,76.12
2021-08-30T17:00:00Z,9.31,4.78,6.78,3.02,0.03,75.77
2021-08-30T18:00:00Z,11.54,5.33,8.4,3.28,0.1,76.02
2021-08-30T19:00:00Z,12.83,3.94,6.56,2.19,0.13,77.76
2021-08-30T20:00:00Z,14.01,3.21,5.99,1.64,0.17,76.17
