hour_utc,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2021-05-25T14:00:00Z,5.32,4.12,4.76,1.91,67.54,83.29
2021-05-25T15:00:00Z,2.03,3.78,4.21,1.25,76.99,87.47
2021-05-25T16:00:00Z,2.32,3.69,4.03,1.03,74.22,93.27
2021-05-25T17:00:00Z,6.0,4.02,4.43,1.34,60.62,98.41
2021-05-25T18:00:00Z,4.16,4.04,4.4,1.49,73.75,95.36
2021-05-25T19:00:00Z,6.0,5.32,5.78,2.79,66.64,92.72
2021-05-25T20:00:00Z,11.47,5.39,6.07,3.23,27.75,89.17
2021-05-25T21:00:00Z,16.83,4.5,5.83,2.68,40.37,87.38
2021-05-25T22:00:00Z,15.82,4.15,5.81,2.6,6.38,79.51
2021-05-25T23:00:00Z,14.73,4.24,6.32,2.93,3.23,79.3
2021-05-26T00:00:00Z,14.13,5.4,8.37,4.26,3.59,75.94
2021-05-26T01:00:00Z,16.02,6.45,10.12,5.43,1.96,73.87
2021-05-26T02:00:00Z,14.21,8.16,12.37,6.91,5.16,68.16
2021-05-26T03:00:00Z,13.2,9.8,14.52,8.3,2.58,54.32
2021-05-26T04:00:00Z,11.11,9.67,14.56,8.35,3.68,48.77
2021-05-26T05:00:00Z,15.11,10.25,15.21,8.53,10.91,47.56
2021-05-26T06:00:00Z,10.26,7.18,10.84,5.76,22.85,63.41
2021-05-26T07:00:00Z,5.57,5.89,7.91,3.59,45.87,68.64
2021-05-26T08:00:00Z,4.05,5.56,6.8,3.21,35.36,77.16
2021-05-26T09:00:00Z,5.04,3.85,4.43,1.57,30.0,87.99
2021-05-26T10:00:00Z,10.34,3.88,4.48,1.82,14.17,90.98
2021-05-26T11:00:00Z,10.86,4.42,5.48,2.42,22.75,83.88
2021-05-26T12:00:00Z,13.47,4.5,6.0,2.72,14.79,83.58
2021-05-26T13:00:00Z,20.48,4.94,7.28,3.51,19.74,85.01
2021-05-26T14:00:00Z,18.35,5.85,8.95,4.69,20.34,78.4
2021-05-26T15:00:00Z,14.17,5.7,8.52,4.6,28.83,73.96
2021-05-26T16:00:00Z,8.88,5.77,8.17,4.57,28.49,75.31
2021-05-26T17:00:00Z,9.64,5.93,8.29,4.38,29.18,76.39
2021-05-26T18:00:00Z,11.86,6.39,9.18,5.02,31.15,76.81
2021-05-26T19:00:00Z,10.23,6.36,9.22,5.04,28.61,78.15
2021-05-26T20:00:00Z,18.57,8.5,11.97,7.36,16.87,75.07
2021-05-26T21:00:00Z,19.81,14.39,19.15,13.16,14.9,64.89
2021-05-26T22:00:00Z,23.24,13.15,18.15,12.11,14.41,48.18
2021-05-26T23:00:00Z,15.81,13.8,19.04,12.7,19.67,51.32
2021-05-27T00:00:00Z,7.93,12.39,17.63,11.1,17.84,66.18
2021-05-27T01:00:00Z,10.44,14.51,20.81,13.02,14.86,49.81
2021-05-27T02:00:00Z,12.95,15.86,23.39,14.32,10.85,46.31
2021-05-27T03:00:00Z,9.07,14.09,20.02,12.39,12.31,39.09
2021-05-27T04:00:00Z,9.69,14.58,21.03,12.91,12.7,32.42
2021-05-27T05:00:00Z,11.31,13.34,18.9,12.02,29.68,14.67
2021-05-27T06:00:00Z,8.8,13.74,19.7,11.6,48.49,13.0
2021-05-27T07:00:00Z,4.95,12.55,17.78,9.19,72.19,42.21
2021-05-27T08:00:00Z,4.48,11.66,16.16,8.2,76.22,54.23
2021-05-27T09:00:00Z,5.31,10.59,14.35,7.54,83.28,69.79
2021-05-27T10:00:00Z,7.14,12.79,17.49,9.85,62.77,74.57
2021-05-27T11:00:00Z,6.0,12.43,17.22,9.75,73.71,81.32
2021-05-27T12:00:00Z,7.45,13.77,19.43,11.25,66.68,88.78
2021-05-27T13:00:00Z,6.46,15.61,22.32,12.85,60.48,91.32
2021-05-27T14:00:00Z,5.52,12.06,16.52,9.63,69.94,94.03
2021-05-27T15:00:00Z,6.34,9.82,13.17,7.48,64.7,99.33
2021-05-27T16:00:00Z,6.2,8.54,11.17,6.32,66.15,98.37
2021-05-27T17:00:00Z,5.98,8.36,10.97,6.36,56.37,98.47
2021-05-27T18:00:00Z,8.88,9.66,13.17,7.52,39.66,95.05
2021-05-27T19:00:00Z,9.82,9.38,13.05,7.51,31.07,96.71
2021-05-27T20:00:00Z,15.24,10.78,15.27,9.13,19.48,92.28
2021-05-27T21:00:00Z,16.41,13.48,19.29,11.62,18.97,81.39
2021-05-27T22:00:00Z,12.6,12.23,17.5,10.64,18.54,78.36
2021-05-27T23:00:00Z,9.81,11.47,16.49,9.95,22.52,74.4
2021-05-28T00:00:00Z,11.26,13.65,19.71,11.71,17.85,74.6
2021-05-28T01:00:00Z,11.61,16.73,25.31,14.37,15.54,75.49
2021-05-28T02:00:00Z,11.63,19.03,29.77,16.21,19.08,67.1
2021-05-28T03:00:00Z,12.15,19.8,30.71,16.98,13.92,53.37
2021-05-28T04:00:00Z,11.97,20.27,31.44,17.61,18.4,40.4
2021-05-28T05:00:00Z,13.48,20.77,32.32,18.23,17.23,34.62
2021-05-28T06:00:00Z,16.96,20.38,32.12,17.49,32.5,28.48
2021-05-28T07:00:00Z,13.34,16.63,24.99,14.15,58.84,33.16
2021-05-28T08:00:00Z,3.97,10.0,14.16,7.33,77.21,45.72
2021-05-28T09:00:00Z,0.59,5.36,6.2,2.51,97.08,73.2
2021-05-28T10:00:00Z,1.48,5.32,6.19,2.43,92.57,88.99
2021-05-28T11:00:00Z,2.27,5.07,5.6,2.11,87.78,94.87
2021-05-28T12:00:00Z,1.64,9.0,11.77,6.14,104.85,98.75
2021-05-28T13:00:00Z,2.56,13.36,18.59,10.7,106.67,109.92
2021-05-28T14:00:00Z,2.98,6.37,7.52,3.14,105.38,111.91
2021-05-28T15:00:00Z,1.58,6.05,6.97,2.8,92.29,120.68
2021-05-28T16:00:00Z,4.97,6.3,7.47,3.34,81.12,114.38
2021-05-28T17:00:00Z,4.19,6.07,7.2,3.37,62.05,113.14
2021-05-28T18:00:00Z,7.09,6.03,7.49,3.29,41.44,112.97
2021-05-28T19:00:00Z,9.71,6.37,8.69,3.49,37.7,109.45
2021-05-28T20:00:00Z,14.48,6.8,9.84,3.82,31.13,102.15
2021-05-28T21:00:00Z,18.68,7.54,11.46,4.82,24.56,89.24
2021-05-28T22:00:00Z,19.72,9.12,15.14,6.14,25.91,76.68
2021-05-28T23:00:00Z,19.79,7.63,11.13,5.97,16.85,70.66
2021-05-29T00:00:00Z,22.77,14.13,21.1,12.49,16.29,50.91
2021-05-29T01:00:00Z,13.58,9.46,13.69,8.14,22.57,57.47
2021-05-29T02:00:00Z,12.69,9.27,13.51,7.93,17.44,55.78
2021-05-29T03:00:00Z,13.81,10.39,14.99,9.08,20.36,46.94
2021-05-29T04:00:00Z,15.35,11.45,16.28,10.37,15.23,40.45
2021-05-29T05:00:00Z,14.33,14.6,20.81,13.04,18.77,40.72
2021-05-29T06:00:00Z,15.42,14.92,21.65,13.21,23.97,36.66
2021-05-29T07:00:00Z,10.2,15.23,21.95,13.08,29.9,39.73
2021-05-29T08:00:00Z,9.1,17.44,26.28,14.96,38.66,40.62
2021-05-29T09:00:00Z,8.76,19.08,29.82,16.51,32.88,56.47
2021-05-29T10:00:00Z,8.86,18.31,28.28,15.41,50.19,53.28
2021-05-29T11:00:00Z,4.07,15.53,22.36,12.52,108.12,75.07
2021-05-29T12:00:00Z,2.0,8.8,11.13,6.07,152.41,99.19
2021-05-29T13:00:00Z,3.72,6.44,7.16,3.86,146.14,112.47
2021-05-29T14:00:00Z,3.07,6.97,7.74,4.28,122.07,123.33
2021-05-29T15:00:00Z,4.65,8.43,10.21,6.28,123.84,123.44
2021-05-29T16:00:00Z,3.22,9.22,11.84,6.95,117.59,121.35
2021-05-29T17:00:00Z,2.71,5.86,6.39,3.21,113.91,126.06
2021-05-29T18:00:00Z,2.1,7.66,8.8,5.18,127.92,128.64
2021-05-29T19:00:00Z,1.39,12.38,16.36,10.73,119.62,121.7
2021-05-29T20:00:00Z,8.64,9.28,11.83,7.0,46.12,111.47
2021-05-29T21:00:00Z,18.18,8.47,11.48,6.59,11.55,102.0
2021-05-29T22:00:00Z,15.15,8.09,11.32,6.5,14.99,96.57
2021-05-29T23:00:00Z,14.29,8.0,11.53,6.47,13.35,83.15
2021-05-30T00:00:00Z,11.83,6.17,9.37,4.87,15.32,71.83
2021-05-30T01:00:00Z,12.03,6.77,10.38,5.41,13.51,68.19
2021-05-30T02:00:00Z,12.62,9.15,13.73,7.47,13.29,66.99
2021-05-30T03:00:00Z,12.41,12.65,18.31,10.56,11.29,56.72
2021-05-30T04:00:00Z,10.07,13.43,19.4,11.15,12.3,45.14
2021-05-30T05:00:00Z,11.97,13.76,19.86,11.6,15.74,52.24
2021-05-30T06:00:00Z,8.42,14.68,21.6,11.82,18.24,73.37
2021-05-30T07:00:00Z,4.09,14.73,21.74,11.04,24.55,73.24
2021-05-30T08:00:00Z,3.59,13.72,20.0,10.7,28.32,72.93
2021-05-30T09:00:00Z,4.24,10.06,14.24,7.29,36.28,71.9
2021-05-30T10:00:00Z,5.37,8.41,11.52,5.98,52.6,77.42
2021-05-30T11:00:00Z,6.12,7.3,9.43,4.92,65.15,83.46
2021-05-30T12:00:00Z,4.99,6.8,8.48,4.46,67.59,89.51
2021-05-30T13:00:00Z,5.51,5.81,6.85,3.41,70.6,94.14
2021-05-30T14:00:00Z,4.19,9.45,11.97,7.58,93.84,98.07
2021-05-30T15:00:00Z,4.01,8.38,10.12,6.6,85.13,102.17
2021-05-30T16:00:00Z,3.05,4.73,5.21,2.08,79.23,103.96
2021-05-30T17:00:00Z,4.23,4.87,5.37,2.26,74.13,106.19
2021-05-30T18:00:00Z,1.0,5.32,5.98,2.72,97.78,100.44
2021-05-30T19:00:00Z,1.83,9.66,12.97,6.32,90.28,98.2
2021-05-30T20:00:00Z,15.41,8.38,10.99,5.94,26.05,93.95
2021-05-30T21:00:00Z,19.87,11.97,17.53,10.03,8.35,83.75
2021-05-30T22:00:00Z,16.2,11.95,17.53,10.07,12.24,78.89
2021-05-30T23:00:00Z,14.32,13.84,20.14,11.21,14.44,80.7
2021-05-31T00:00:00Z,11.95,14.54,21.32,12.0,12.74,81.76
2021-05-31T01:00:00Z,9.5,14.56,21.15,12.31,13.17,80.63
2021-05-31T02:00:00Z,8.43,15.85,23.78,13.61,11.61,77.07
2021-05-31T03:00:00Z,8.39,16.39,24.71,13.95,11.46,74.97
2021-05-31T04:00:00Z,7.95,16.57,25.29,13.67,13.97,74.11
2021-05-31T05:00:00Z,7.41,16.09,24.4,13.07,16.07,76.5
2021-05-31T06:00:00Z,7.31,15.42,22.93,12.29,16.22,74.83
2021-05-31T07:00:00Z,5.69,14.72,21.54,11.61,16.75,72.7
2021-05-31T08:00:00Z,5.35,14.37,20.77,11.39,20.94,70.98
2021-05-31T09:00:00Z,5.15,14.78,21.56,11.31,24.23,69.47
2021-05-31T10:00:00Z,5.4,17.45,26.59,13.28,46.69,70.13
2021-05-31T11:00:00Z,4.04,18.81,29.1,14.72,64.49,74.08
2021-05-31T12:00:00Z,7.08,17.38,25.79,13.2,81.21,90.57
2021-05-31T13:00:00Z,5.5,14.23,20.18,10.45,103.92,99.87
2021-05-31T14:00:00Z,3.06,17.88,27.03,15.24,124.73,109.82
2021-05-31T15:00:00Z,3.6,13.07,18.19,9.93,129.18,116.17
2021-05-31T16:00:00Z,2.47,11.36,15.41,8.16,121.5,120.53
2021-05-31T17:00:00Z,1.97,10.45,13.73,7.42,130.13,121.7
2021-05-31T18:00:00Z,1.4,11.88,16.05,8.86,144.98,120.18
2021-05-31T19:00:00Z,4.93,20.3,32.16,16.67,105.21,109.11
2021-05-31T20:00:00Z,12.26,25.93,37.27,22.68,60.85,95.63
2021-05-31T21:00:00Z,19.64,15.97,23.28,12.9,19.63,86.83
2021-05-31T22:00:00Z,17.29,14.89,21.46,12.44,23.5,72.63
2021-05-31T23:00:00Z,11.37,13.34,19.25,11.43,12.87,72.05
2021-06-01T00:00:00Z,8.35,13.12,18.79,11.28,17.13,78.61
2021-06-01T01:00:00Z,11.27,14.64,21.04,12.83,12.49,76.2
2021-06-01T02:00:00Z,10.44,16.24,24.18,14.44,12.28,67.99
2021-06-01T03:00:00Z,9.03,16.86,25.59,15.1,22.44,55.56
2021-06-01T04:00:00Z,6.4,14.37,20.9,12.43,13.22,49.93
2021-06-01T05:00:00Z,8.76,13.33,19.37,11.07,16.01,48.04
2021-06-01T06:00:00Z,6.54,13.67,19.92,10.33,39.24,33.49
2021-06-01T07:00:00Z,4.25,15.36,22.48,10.88,61.05,43.88
2021-06-01T08:00:00Z,5.47,16.32,23.76,11.05,102.53,51.68
2021-06-01T09:00:00Z,5.84,18.67,28.67,13.23,105.93,66.66
2021-06-01T10:00:00Z,7.49,20.28,31.99,15.29,107.31,78.19
2021-06-01T11:00:00Z,7.17,19.5,30.55,14.73,127.6,96.45
2021-06-01T12:00:00Z,6.35,16.96,25.15,12.73,136.76,112.96
2021-06-01T13:00:00Z,3.93,13.77,19.18,10.27,148.18,134.98
2021-06-01T14:00:00Z,4.91,12.31,16.77,9.1,154.12,142.08
2021-06-01T15:00:00Z,4.62,14.56,20.53,11.49,135.09,143.96
2021-06-01T16:00:00Z,4.29,18.04,26.74,15.88,124.54,141.52
2021-06-01T17:00:00Z,1.54,10.96,14.65,8.12,132.54,145.17
2021-06-01T18:00:00Z,1.19,10.1,13.31,7.29,138.68,141.44
2021-06-01T19:00:00Z,5.88,13.68,19.13,11.24,94.53,133.9
2021-06-01T20:00:00Z,18.04,17.47,24.63,15.15,29.11,113.1
2021-06-01T21:00:00Z,18.39,13.7,19.51,12.0,16.91,101.46
2021-06-01T22:00:00Z,14.97,13.19,18.9,11.75,19.56,95.54
2021-06-01T23:00:00Z,13.35,14.24,20.46,12.79,14.73,92.97
2021-06-02T00:00:00Z,13.79,20.02,31.19,18.34,14.51,87.89
2021-06-02T01:00:00Z,10.95,22.58,35.72,20.92,13.28,85.74
2021-06-02T02:00:00Z,9.41,21.8,34.5,20.04,17.42,84.33
2021-06-02T03:00:00Z,11.38,27.34,41.57,25.41,11.88,69.04
2021-06-02T04:00:00Z,12.07,22.79,36.02,20.98,15.42,67.95
2021-06-02T05:00:00Z,18.08,20.26,31.61,18.44,20.48,55.25
2021-06-02T06:00:00Z,6.22,19.56,31.17,16.57,32.67,44.95
2021-06-02T07:00:00Z,4.97,20.02,32.43,15.87,57.97,44.39
2021-06-02T08:00:00Z,6.26,19.48,31.03,15.13,78.86,46.15
2021-06-02T09:00:00Z,7.92,18.1,27.53,13.73,94.73,53.2
2021-06-02T10:00:00Z,8.4,17.53,26.37,13.81,148.21,63.51
2021-06-02T11:00:00Z,5.57,13.62,19.36,10.18,140.04,87.99
2021-06-02T12:00:00Z,4.71,11.9,16.54,9.04,156.81,120.3
2021-06-02T13:00:00Z,3.51,11.62,15.92,8.98,165.46,133.46
2021-06-02T14:00:00Z,3.56,11.24,15.03,8.7,180.87,142.85
2021-06-02T15:00:00Z,3.21,9.41,12.13,6.9,195.86,141.39
2021-06-02T16:00:00Z,1.34,7.98,9.45,5.4,183.82,154.15
2021-06-02T17:00:00Z,4.67,8.47,10.33,5.99,169.07,153.18
2021-06-02T18:00:00Z,13.88,13.66,19.57,11.59,66.21,136.61
2021-06-02T19:00:00Z,13.8,11.56,16.28,9.67,51.05,127.5
2021-06-02T20:00:00Z,15.05,16.56,24.38,15.13,28.56,116.76
2021-06-02T21:00:00Z,19.99,14.8,21.44,12.98,21.8,102.62
2021-06-02T22:00:00Z,20.76,17.69,26.86,16.19,14.29,89.89
2021-06-02T23:00:00Z,19.02,20.41,31.15,19.26,16.72,74.62
2021-06-03T00:00:00Z,12.79,19.76,30.13,18.54,18.74,68.43
2021-06-03T01:00:00Z,12.63,19.94,30.47,18.79,21.07,62.49
2021-06-03T02:00:00Z,12.74,20.8,31.69,19.62,17.27,54.74
2021-06-03T03:00:00Z,7.91,17.51,26.58,16.23,17.68,48.83
2021-06-03T04:00:00Z,8.63,16.57,24.53,15.41,18.17,52.2
2021-06-03T05:00:00Z,10.66,16.28,24.21,15.13,18.67,50.77
2021-06-03T06:00:00Z,11.9,16.22,23.93,15.05,20.79,46.49
2021-06-03T07:00:00Z,9.61,15.85,23.6,14.57,28.42,42.51
2021-06-03T08:00:00Z,7.04,16.2,24.08,14.62,34.61,38.8
2021-06-03T09:00:00Z,4.54,17.97,27.66,15.69,57.1,38.79
2021-06-03T10:00:00Z,4.58,20.1,32.38,16.45,114.36,44.34
2021-06-03T11:00:00Z,4.16,20.15,32.65,16.27,100.4,65.01
2021-06-03T12:00:00Z,1.5,15.44,22.77,11.94,104.83,93.25
2021-06-03T13:00:00Z,0.69,15.25,22.66,11.61,106.7,97.06
2021-06-03T14:00:00Z,1.36,13.38,19.3,9.83,115.41,107.28
2021-06-03T15:00:00Z,0.63,11.98,17.2,8.53,111.16,117.64
2021-06-03T16:00:00Z,0.78,12.39,17.48,9.36,100.33,115.98
2021-06-03T17:00:00Z,4.1,11.36,15.81,8.33,60.69,112.25
2021-06-03T18:00:00Z,3.61,9.53,13.0,7.12,73.32,101.18
2021-06-03T19:00:00Z,2.37,9.97,14.03,6.94,77.32,89.29
2021-06-03T20:00:00Z,8.56,7.71,10.5,5.2,34.47,90.62
2021-06-03T21:00:00Z,11.1,4.85,6.6,3.09,35.88,78.75
2021-06-03T22:00:00Z,8.27,3.95,5.36,2.45,27.83,74.47
2021-06-03T23:00:00Z,10.56,3.65,5.16,2.35,22.83,74.84
2021-06-04T00:00:00Z,10.77,3.87,5.84,2.8,16.45,66.0
2021-06-04T01:00:00Z,9.94,4.45,6.74,3.39,17.72,62.69
2021-06-04T02:00:00Z,11.48,6.03,9.27,5.03,21.28,61.17
2021-06-04T03:00:00Z,11.89,7.23,10.89,6.27,17.89,55.85
2021-06-04T04:00:00Z,9.74,6.51,10.11,5.5,16.15,53.96
2021-06-04T05:00:00Z,10.04,5.96,9.33,4.91,18.9,49.56
2021-06-04T06:00:00Z,8.15,5.06,7.73,3.87,27.82,47.04
2021-06-04T07:00:00Z,7.97,4.76,6.76,3.18,39.71,50.53
2021-06-04T08:00:00Z,7.26,5.2,7.04,3.39,36.59,56.59
2021-06-04T09:00:00Z,5.81,4.14,5.08,2.14,33.97,58.83
2021-06-04T10:00:00Z,2.93,4.19,4.78,1.98,43.9,60.69
2021-06-04T11:00:00Z,5.7,3.94,4.38,1.51,46.1,66.24
2021-06-04T12:00:00Z,6.26,4.14,4.63,1.67,51.51,66.31
2021-06-04T13:00:00Z,6.51,4.08,4.52,1.52,47.6,69.72
2021-06-04T14:00:00Z,7.33,6.38,8.01,3.97,55.69,67.4
2021-06-04T15:00:00Z,6.88,4.04,4.45,1.37,64.41,73.44
2021-06-04T16:00:00Z,6.47,3.91,4.31,1.1,61.19,74.84
2021-06-04T17:00:00Z,5.34,5.32,6.13,2.67,72.07,81.19
2021-06-04T18:00:00Z,3.73,6.38,7.22,3.42,111.04,80.1
2021-06-04T19:00:00Z,2.06,6.51,7.37,3.8,110.95,71.89
2021-06-04T20:00:00Z,7.43,6.43,7.69,4.01,64.56,72.14
2021-06-04T21:00:00Z,19.71,5.39,6.84,3.29,13.87,67.47
2021-06-04T22:00:00Z,27.75,11.36,17.39,8.37,14.73,49.4
2021-06-04T23:00:00Z,28.27,7.31,10.87,5.97,15.92,42.81
2021-06-05T00:00:00Z,23.15,9.6,13.48,8.57,13.19,35.16
2021-06-05T01:00:00Z,22.71,8.3,12.54,7.41,23.49,30.12
2021-06-05T02:00:00Z,15.16,8.78,13.18,7.87,12.12,22.83
2021-06-05T03:00:00Z,14.18,9.63,14.16,8.69,9.75,18.11
2021-06-05T04:00:00Z,14.07,11.72,16.9,10.16,12.6,22.77
2021-06-05T05:00:00Z,12.55,12.91,18.71,11.11,13.89,23.28
2021-06-05T06:00:00Z,4.07,10.71,15.51,8.73,48.55,2.43
2021-06-05T07:00:00Z,3.3,12.94,18.48,9.86,84.48,11.54
2021-06-05T08:00:00Z,1.36,16.91,25.29,13.1,110.21,28.18
2021-06-05T09:00:00Z,4.6,16.6,24.02,12.34,106.58,48.75
2021-06-05T10:00:00Z,1.31,13.29,18.67,9.34,99.13,80.71
2021-06-05T11:00:00Z,2.03,10.36,13.68,6.93,98.41,97.33
2021-06-05T12:00:00Z,0.89,8.62,10.56,5.47,99.35,111.57
2021-06-05T13:00:00Z,1.07,7.76,8.94,4.7,116.23,120.44
2021-06-05T14:00:00Z,0.89,11.66,15.49,9.14,113.31,120.05
2021-06-05T15:00:00Z,1.49,7.99,9.51,5.82,132.82,122.08
2021-06-05T16:00:00Z,0.18,5.49,6.11,2.66,126.13,117.41
2021-06-05T17:00:00Z,0.26,5.04,5.53,1.92,113.68,119.97
2021-06-05T18:00:00Z,0.42,5.31,5.83,2.24,107.75,120.39
2021-06-05T19:00:00Z,7.33,6.61,7.77,4.15,51.99,111.74
2021-06-05T20:00:00Z,12.58,6.2,7.26,4.07,31.41,102.34
2021-06-05T21:00:00Z,15.59,5.31,6.62,3.29,25.07,92.25
2021-06-05T22:00:00Z,16.55,5.8,7.81,4.15,21.22,82.58
2021-06-05T23:00:00Z,16.53,6.12,8.68,4.73,18.14,69.23
2021-06-06T00:00:00Z,14.4,6.03,8.69,4.84,21.94,60.41
2021-06-06T01:00:00Z,15.58,6.16,9.07,5.0,14.67,50.41
2021-06-06T02:00:00Z,19.12,7.45,11.1,6.52,17.59,38.99
2021-06-06T03:00:00Z,15.97,8.13,12.08,7.27,17.69,31.91
2021-06-06T04:00:00Z,16.44,9.04,13.15,8.25,16.84,20.92
2021-06-06T05:00:00Z,16.0,9.89,14.16,8.98,19.58,17.91
2021-06-06T06:00:00Z,12.27,10.1,14.48,9.04,25.25,16.66
2021-06-06T07:00:00Z,6.9,10.65,15.32,9.38,27.88,23.64
2021-06-06T08:00:00Z,7.39,10.55,15.08,8.88,38.73,31.57
2021-06-06T09:00:00Z,3.9,7.04,9.59,4.96,71.29,43.88
2021-06-06T10:00:00Z,6.69,7.89,10.82,5.73,43.24,57.86
2021-06-06T11:00:00Z,18.53,9.55,13.86,7.41,22.09,60.85
2021-06-06T12:00:00Z,15.1,9.68,14.27,7.66,32.31,56.07
2021-06-06T13:00:00Z,5.68,10.19,14.57,8.05,71.92,48.61
2021-06-06T14:00:00Z,7.76,9.37,13.41,7.19,61.58,61.39
2021-06-06T15:00:00Z,4.14,9.2,12.7,7.04,81.48,59.67
2021-06-06T16:00:00Z,7.23,9.08,12.5,7.16,58.05,72.37
2021-06-06T17:00:00Z,16.34,9.93,14.31,8.42,30.89,69.02
2021-06-06T18:00:00Z,2.17,10.3,14.41,8.28,88.82,56.66
2021-06-06T19:00:00Z,0.7,9.72,13.16,7.25,114.17,62.92
2021-06-06T20:00:00Z,8.56,8.99,12.2,7.04,53.32,63.09
2021-06-06T21:00:00Z,15.52,7.47,11.0,6.09,20.04,62.92
2021-06-06T22:00:00Z,12.08,7.17,10.96,6.06,15.58,56.02
2021-06-06T23:00:00Z,8.29,6.46,10.2,5.5,15.14,57.91
2021-06-07T00:00:00Z,7.97,7.46,11.28,6.42,19.73,57.89
2021-06-07T01:00:00Z,7.58,9.86,14.44,8.65,18.73,51.47
2021-06-07T02:00:00Z,9.45,12.08,17.17,10.71,15.9,49.28
2021-06-07T03:00:00Z,9.49,15.11,21.81,13.46,16.35,48.43
2021-06-07T04:00:00Z,9.76,17.22,26.06,15.56,17.11,49.46
2021-06-07T05:00:00Z,13.53,17.06,25.85,15.4,18.63,31.07
2021-06-07T06:00:00Z,13.26,16.97,25.58,15.18,32.86,20.55
2021-06-07T07:00:00Z,8.38,17.55,26.77,15.02,78.43,15.3
2021-06-07T08:00:00Z,9.22,16.7,25.21,13.71,73.98,31.44
2021-06-07T09:00:00Z,1.54,13.27,19.28,10.89,108.02,42.71
2021-06-07T10:00:00Z,3.72,9.98,14.38,7.77,84.44,58.65
2021-06-07T11:00:00Z,1.25,7.28,9.92,4.87,119.26,66.67
2021-06-07T12:00:00Z,0.37,4.96,5.89,2.51,115.71,78.96
2021-06-07T13:00:00Z,2.08,5.17,6.08,2.91,112.57,77.58
2021-06-07T14:00:00Z,1.27,5.24,6.29,2.79,133.24,74.82
2021-06-07T15:00:00Z,1.49,5.81,7.3,3.52,98.34,81.77
2021-06-07T16:00:00Z,2.81,4.37,5.26,2.04,88.03,78.02
2021-06-07T17:00:00Z,0.38,3.97,4.47,1.47,103.38,75.6
2021-06-07T18:00:00Z,6.79,7.4,9.95,4.97,59.24,91.44
2021-06-07T19:00:00Z,4.7,7.74,10.77,5.5,66.85,83.31
2021-06-07T20:00:00Z,5.76,6.16,8.47,3.8,57.76,83.65
2021-06-07T21:00:00Z,14.06,6.17,8.97,4.13,28.47,79.46
2021-06-07T22:00:00Z,16.1,6.04,8.76,4.82,24.59,71.9
2021-06-07T23:00:00Z,10.93,6.19,9.05,5.19,24.27,64.14
2021-06-08T00:00:00Z,2.99,6.69,9.42,5.2,22.44,63.02
2021-06-08T01:00:00Z,8.71,6.07,8.67,4.58,18.13,67.16
2021-06-08T02:00:00Z,10.82,5.97,8.61,4.9,13.55,62.32
2021-06-08T03:00:00Z,13.6,5.55,8.64,4.52,13.74,52.87
2021-06-08T04:00:00Z,10.92,7.69,10.65,6.66,12.71,49.61
2021-06-08T05:00:00Z,15.72,6.76,10.64,5.83,13.89,33.88
2021-06-08T06:00:00Z,7.05,7.86,11.63,5.58,67.69,16.58
2021-06-08T07:00:00Z,0.81,5.97,7.36,3.73,66.64,48.14
2021-06-08T08:00:00Z,1.24,6.71,8.24,3.94,96.51,56.52
2021-06-08T09:00:00Z,0.0,5.79,7.14,2.79,0.0,89.33
2021-06-08T10:00:00Z,0.09,5.58,6.83,2.58,0.0,79.65
2021-06-08T11:00:00Z,0.2,6.12,7.29,2.9,0.0,88.61
2021-06-08T12:00:00Z,0.43,6.35,7.68,3.04,0.0,96.05
2021-06-08T13:00:00Z,0.87,5.52,6.26,2.26,0.0,102.77
2021-06-08T14:00:00Z,1.22,5.47,6.24,2.36,0.0,109.31
2021-06-08T15:00:00Z,0.78,6.42,7.82,3.24,0.0,116.55
2021-06-08T16:00:00Z,1.02,7.06,8.86,3.81,0.0,124.51
2021-06-08T17:00:00Z,0.16,6.7,8.26,3.38,0.0,129.1
2021-06-08T18:00:00Z,0.19,6.85,8.25,3.38,0.08,129.01
2021-06-08T19:00:00Z,0.85,7.71,9.84,4.12,0.0,120.99
2021-06-08T20:00:00Z,1.24,7.78,10.99,3.77,0.01,112.34
2021-06-08T21:00:00Z,14.74,7.4,10.73,4.09,0.02,114.43
2021-06-08T22:00:00Z,20.49,7.48,10.51,5.09,0.61,107.45
2021-06-08T23:00:00Z,15.96,6.87,9.53,4.94,1.16,96.79
2021-06-09T00:00:00Z,14.84,6.94,9.94,5.11,1.39,88.38
2021-06-09T01:00:00Z,17.61,7.28,10.76,5.71,1.38,78.8
2021-06-09T02:00:00Z,19.43,8.34,12.74,6.95,1.73,62.61
2021-06-09T03:00:00Z,19.04,9.58,14.34,8.12,1.75,53.5
2021-06-09T04:00:00Z,19.67,10.46,15.97,8.9,1.65,46.31
2021-06-09T05:00:00Z,17.95,11.06,16.95,9.37,2.24,38.65
2021-06-09T06:00:00Z,9.28,10.65,16.07,7.97,0.97,25.9
2021-06-09T07:00:00Z,6.24,9.17,12.96,6.12,0.13,43.48
2021-06-09T08:00:00Z,0.73,8.82,12.49,5.21,0.0,79.87
