hour_utc,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough
2022-04-08T13:00:00Z,9.98,4.15,,,4.84,1.51,0.11,64.26,,,,
2022-04-08T14:00:00Z,9.27,4.82,,,5.42,2.28,0.12,60.43,,,,
2022-04-08T15:00:00Z,8.15,4.69,,,5.25,2.07,0.08,64.37,,,,
2022-04-08T16:00:00Z,10.07,4.17,,,4.71,1.49,0.02,65.5,,,,
2022-04-08T17:00:00Z,15.25,3.74,,,4.37,1.18,0.0,66.08,,,,
2022-04-08T18:00:00Z,19.45,2.93,,,4.75,1.29,0.0,75.56,,,,
2022-04-08T19:00:00Z,17.33,3.89,,,6.23,2.42,0.0,65.49,,,,
2022-04-08T20:00:00Z,13.39,3.47,,,5.41,1.91,0.0,65.07,,,,
2022-04-08T21:00:00Z,13.9,2.94,,,4.83,1.38,0.06,63.28,,,,
2022-04-08T22:00:00Z,9.05,2.11,,,3.77,0.63,0.0,71.43,,,,
2022-04-08T23:00:00Z,9.78,2.72,,,5.02,1.45,0.0,67.92,,,,
2022-04-09T00:00:00Z,8.03,3.21,,,5.93,1.97,0.0,65.07,,,,
2022-04-09T01:00:00Z,9.15,3.32,,,6.25,2.24,0.0,60.11,,,,
2022-04-09T02:00:00Z,7.77,3.41,,,6.25,2.4,0.0,58.33,,,,
2022-04-09T03:00:00Z,8.54,4.42,,,8.15,3.38,0.0,60.16,,,,
2022-04-09T04:00:00Z,7.32,4.4,,,8.22,3.51,0.0,57.89,,,,
2022-04-09T05:00:00Z,7.47,3.8,,,7.28,2.73,0.0,59.33,,,,
2022-04-09T06:00:00Z,7.75,3.26,,,6.96,2.19,0.0,62.56,,,,
2022-04-09T07:00:00Z,9.45,2.85,,,5.64,1.28,0.02,56.17,,,,
2022-04-09T08:00:00Z,7.06,2.87,,,4.61,0.7,0.05,56.68,,,,
2022-04-09T09:00:00Z,4.47,3.17,,,4.58,0.54,0.08,62.85,,,,
2022-04-09T10:00:00Z,6.91,3.42,,,4.51,0.65,0.21,61.97,,,,
2022-04-09T11:00:00Z,5.67,3.43,,,4.11,0.56,0.1,66.91,,,,
2022-04-09T12:00:00Z,6.23,3.39,,,3.9,0.63,0.05,74.87,,,,
2022-04-09T13:00:00Z,6.13,3.44,,,3.89,0.55,0.06,77.57,,,,
2022-04-09T14:00:00Z,5.88,3.4,,,3.88,0.56,0.04,81.8,,,,
2022-04-09T15:00:00Z,11.97,3.94,,,4.97,1.52,0.01,82.71,,,,
2022-04-09T16:00:00Z,14.14,4.89,,,6.43,2.8,0.27,74.48,,,,
2022-04-09T17:00:00Z,5.96,3.59,,,4.07,0.8,0.1,72.63,,,,
2022-04-09T18:00:00Z,6.4,3.38,,,3.77,0.56,0.02,73.91,,,,
2022-04-09T19:00:00Z,8.29,3.28,,,3.85,0.54,0.01,72.46,,,,
2022-04-09T20:00:00Z,19.04,4.27,,,6.13,2.1,0.0,62.54,,,,
2022-04-09T21:00:00Z,18.58,4.65,,,7.07,2.86,0.0,54.58,,,,
2022-04-09T22:00:00Z,15.14,3.65,,,5.87,1.89,0.0,57.62,,,,
2022-04-09T23:00:00Z,13.93,4.08,,,6.5,2.39,0.0,56.01,,,,
2022-04-10T00:00:00Z,17.43,5.97,,,10.07,4.55,0.0,38.88,,,,
2022-04-10T01:00:00Z,20.88,8.59,,,14.06,7.46,0.0,19.39,,,,
2022-04-10T02:00:00Z,15.27,6.9,,,11.56,5.88,0.0,36.18,,,,
2022-04-10T03:00:00Z,13.48,8.25,,,13.39,7.38,0.0,21.77,,,,
2022-04-10T04:00:00Z,13.47,9.35,,,14.24,8.42,0.0,18.24,,,,
2022-04-10T05:00:00Z,13.96,10.98,,,16.74,10.17,0.0,14.18,,,,
2022-04-10T06:00:00Z,17.62,12.51,,,18.23,11.58,0.0,12.1,,,,
2022-04-10T07:00:00Z,21.11,11.8,,,17.65,10.71,0.18,9.24,,,,
2022-04-10T08:00:00Z,18.24,11.72,,,17.22,9.6,0.48,12.84,,,,
2022-04-10T09:00:00Z,12.27,9.43,,,13.42,6.87,0.46,32.05,,,,
2022-04-10T10:00:00Z,4.67,5.87,,,7.07,2.89,0.22,55.62,,,,
2022-04-10T11:00:00Z,3.13,4.81,,,5.61,1.79,0.09,68.37,,,,
2022-04-10T12:00:00Z,8.75,5.04,,,5.8,2.01,0.11,74.54,,,,
2022-04-10T13:00:00Z,6.46,5.59,,,6.44,2.58,0.08,73.8,,,,
2022-04-10T14:00:00Z,4.26,6.19,,,7.26,2.85,0.04,74.27,,,,
2022-04-10T15:00:00Z,3.84,5.47,,,6.13,1.85,0.07,77.2,,,,
2022-04-10T16:00:00Z,6.16,4.37,,,4.84,0.97,0.04,82.5,,,,
2022-04-10T17:00:00Z,11.88,4.98,,,5.73,1.82,0.02,83.31,,,,
2022-04-10T18:00:00Z,11.69,4.45,,,5.08,1.49,0.0,78.61,,,,
2022-04-10T19:00:00Z,14.11,5.41,,,6.64,2.45,0.0,70.97,,,,
2022-04-10T20:00:00Z,19.54,6.23,,,8.62,3.64,0.0,60.44,,,,
2022-04-10T21:00:00Z,17.95,7.09,,,10.37,4.74,0.0,57.01,,,,
2022-04-10T22:00:00Z,17.31,7.03,,,10.44,4.78,0.0,52.65,,,,
2022-04-10T23:00:00Z,11.43,4.36,,,5.9,2.05,0.0,63.23,,,,
2022-04-11T00:00:00Z,10.71,4.17,,,5.7,1.87,0.0,60.36,,,,
2022-04-11T01:00:00Z,13.05,4.98,,,7.16,2.9,0.0,52.43,,,,
2022-04-11T02:00:00Z,12.1,4.98,,,7.49,3.08,0.0,52.33,,,,
2022-04-11T03:00:00Z,11.15,5.5,,,8.56,3.95,0.0,55.15,,,,
2022-04-11T04:00:00Z,11.28,6.79,,,10.79,5.36,0.0,58.97,,,,
2022-04-11T05:00:00Z,13.75,10.54,,,16.43,8.63,0.0,57.99,,,,
2022-04-11T06:00:00Z,16.88,11.96,,,18.86,9.96,0.0,46.48,,,,
2022-04-11T07:00:00Z,18.93,12.58,,,19.79,10.58,0.02,38.08,,,,
2022-04-11T08:00:00Z,12.24,12.45,,,19.29,9.82,0.02,44.5,,,,
2022-04-11T09:00:00Z,8.76,12.91,,,19.41,10.0,0.01,50.98,,,,
2022-04-11T10:00:00Z,8.63,12.15,,,18.47,9.12,0.14,57.6,,,,
2022-04-11T11:00:00Z,3.37,9.76,,,13.78,6.71,0.2,63.22,,,,
2022-04-11T12:00:00Z,7.32,7.53,,,10.08,4.58,0.06,72.97,,,,
2022-04-11T13:00:00Z,3.28,5.66,,,6.68,2.66,0.11,81.94,,,,
2022-04-11T14:00:00Z,4.51,5.57,,,6.49,2.43,0.06,85.4,,,,
2022-04-11T15:00:00Z,4.88,5.98,,,7.03,2.74,0.01,85.01,,,,
2022-04-11T16:00:00Z,11.33,6.48,,,7.89,3.3,0.01,81.85,,,,
2022-04-11T17:00:00Z,18.54,9.6,,,14.13,5.96,0.01,75.68,,,,
2022-04-11T18:00:00Z,20.74,13.53,,,20.73,9.7,0.0,73.52,,,,
2022-04-11T19:00:00Z,18.22,14.48,,,22.0,11.04,0.0,70.14,,,,
2022-04-11T20:00:00Z,14.36,13.81,,,21.29,10.85,0.0,70.21,,,,
2022-04-11T21:00:00Z,13.58,14.14,,,21.32,10.74,0.0,68.58,,,,
2022-04-11T22:00:00Z,13.75,14.57,,,22.87,11.06,0.0,68.26,,,,
2022-04-11T23:00:00Z,14.58,14.81,,,23.31,11.17,0.0,63.82,,,,
2022-04-12T00:00:00Z,16.71,15.24,,,24.05,11.79,0.0,54.86,,,,
2022-04-12T01:00:00Z,18.41,16.78,,,26.61,13.66,0.01,44.65,,,,
2022-04-12T02:00:00Z,15.96,16.8,,,26.4,14.01,0.0,46.59,,,,
2022-04-12T03:00:00Z,15.34,16.25,,,26.02,13.37,0.0,44.87,,,,
2022-04-12T04:00:00Z,15.07,17.41,,,28.85,14.57,0.0,40.19,,,,
2022-04-12T05:00:00Z,19.43,18.29,,,30.34,15.53,0.0,28.42,,,,
2022-04-12T06:00:00Z,48.27,19.14,,,31.7,16.6,8.79,0.94,,,,
2022-04-12T07:00:00Z,29.28,18.21,,,29.88,15.88,0.3,9.6,,,,
2022-04-12T08:00:00Z,20.97,17.96,,,30.13,15.42,0.01,17.54,,,,
2022-04-12T09:00:00Z,24.17,18.51,,,31.29,15.75,0.03,13.21,,,,
2022-04-12T10:00:00Z,36.66,19.8,,,33.68,16.69,2.11,3.61,,,,
2022-04-12T11:00:00Z,29.38,20.73,,,34.44,17.67,0.17,5.76,,,,
2022-04-12T12:00:00Z,22.98,20.79,,,34.98,17.9,0.11,13.06,,,,
2022-04-12T13:00:00Z,19.42,20.62,,,34.87,17.21,0.09,8.09,,,,
2022-04-12T14:00:00Z,42.77,21.17,,,35.87,17.71,0.97,0.08,,,,
2022-04-12T15:00:00Z,33.43,18.66,,,30.77,15.39,0.13,9.41,,,,
2022-04-12T16:00:00Z,21.61,13.91,,,20.89,11.75,0.0,41.27,,,,
2022-04-12T17:00:00Z,16.35,9.7,,,14.94,8.09,0.0,57.34,,,,
2022-04-12T18:00:00Z,18.49,8.58,,,13.7,7.1,0.0,57.62,,,,
2022-04-12T19:00:00Z,18.28,9.36,,,14.82,7.97,0.0,51.69,,,,
2022-04-12T20:00:00Z,14.54,9.64,,,15.1,8.36,0.0,53.96,,,,
2022-04-12T21:00:00Z,16.79,12.2,,,18.61,10.66,0.0,44.9,,,,
2022-04-12T22:00:00Z,13.81,11.18,,,17.22,9.56,0.0,48.17,,,,
2022-04-12T23:00:00Z,10.96,10.48,,,16.31,8.88,0.01,50.48,,,,
2022-04-13T00:00:00Z,9.77,8.78,,,14.19,7.43,0.0,50.78,,,,
2022-04-13T01:00:00Z,10.68,7.23,,,12.29,5.98,0.0,56.25,,,,
2022-04-13T02:00:00Z,9.14,7.49,,,12.97,6.2,0.0,53.79,,,,
2022-04-13T03:00:00Z,7.87,7.45,,,12.53,6.02,0.0,53.64,,,,
2022-04-13T04:00:00Z,8.48,7.23,,,12.2,5.79,0.03,51.75,,,,
2022-04-13T05:00:00Z,7.71,6.93,,,11.74,5.41,0.01,54.92,,,,
2022-04-13T06:00:00Z,14.12,7.84,,,13.03,6.18,0.01,41.37,,,,
2022-04-13T07:00:00Z,11.54,8.43,,,13.74,6.75,0.03,42.78,,,,
2022-04-13T08:00:00Z,9.99,9.03,,,14.57,6.92,0.07,40.01,,,,
2022-04-13T09:00:00Z,8.76,7.43,,,11.78,5.5,0.09,41.81,,,,
2022-04-13T10:00:00Z,18.35,6.64,,,11.01,4.69,0.13,33.61,,,,
2022-04-13T11:00:00Z,17.08,5.81,,,10.24,3.67,0.19,42.35,,,,
2022-04-13T12:00:00Z,5.99,4.66,,,7.09,2.38,0.04,52.42,,,,
2022-04-13T13:00:00Z,16.31,3.12,,,5.52,1.53,0.0,60.75,,,,
2022-04-13T14:00:00Z,18.83,2.9,,,5.37,1.38,0.13,48.84,,,,
2022-04-13T15:00:00Z,14.89,2.72,,,4.6,0.96,0.04,50.39,,,,
2022-04-13T16:00:00Z,19.58,2.99,,,5.3,1.38,0.09,45.04,,,,
2022-04-13T17:00:00Z,14.83,2.69,,,4.8,0.93,0.02,52.9,,,,
2022-04-13T18:00:00Z,17.07,3.92,,,7.12,2.16,0.12,45.37,,,,
2022-04-13T19:00:00Z,15.65,4.02,,,7.09,2.75,0.0,50.85,,,,
2022-04-13T20:00:00Z,19.62,5.9,,,9.85,4.69,0.0,38.08,,,,
2022-04-13T21:00:00Z,20.12,7.69,,,12.08,6.83,0.0,34.61,,,,
2022-04-13T22:00:00Z,20.0,7.89,,,12.63,7.16,0.31,15.18,,,,
2022-04-13T23:00:00Z,21.29,9.1,,,13.54,8.33,0.04,14.01,,,,
2022-04-14T00:00:00Z,23.9,13.87,,,19.16,12.85,0.09,7.15,,,,
2022-04-14T01:00:00Z,18.37,13.85,,,19.3,12.8,0.2,1.87,,,,
2022-04-14T02:00:00Z,16.11,14.26,,,20.03,13.21,0.2,1.77,,,,
2022-04-14T03:00:00Z,15.56,14.39,,,19.19,13.32,1.43,2.84,,,,
2022-04-14T04:00:00Z,22.73,18.09,,,24.75,16.81,0.54,0.07,,,,
2022-04-14T05:00:00Z,20.43,17.93,,,24.67,16.56,0.04,0.11,,,,
2022-04-14T06:00:00Z,19.73,17.01,,,23.08,15.83,3.27,0.04,,,,
2022-04-14T07:00:00Z,24.23,17.73,,,25.44,16.51,5.4,0.0,,,,
2022-04-14T08:00:00Z,32.04,18.27,,,29.2,16.82,4.7,0.0,,,,
2022-04-14T09:00:00Z,44.27,18.01,,,29.27,16.32,8.27,0.0,,,,
2022-04-14T10:00:00Z,24.27,8.98,,,13.17,6.8,1.12,2.26,,,,
2022-04-14T11:00:00Z,8.38,4.4,,,5.47,1.86,0.0,31.4,,,,
2022-04-14T12:00:00Z,7.44,5.91,,,8.2,3.25,0.0,50.8,,,,
2022-04-14T13:00:00Z,9.66,3.75,,,4.59,1.06,0.0,61.54,,,,
2022-04-14T14:00:00Z,10.86,4.27,,,5.21,1.43,0.0,59.07,,,,
2022-04-14T15:00:00Z,14.64,5.08,,,6.54,2.21,0.0,58.39,,,,
2022-04-14T16:00:00Z,17.18,5.13,,,6.75,2.42,0.0,59.94,,,,
2022-04-14T17:00:00Z,11.9,4.12,,,4.96,1.57,0.0,64.29,,,,
2022-04-14T18:00:00Z,10.56,3.66,,,4.47,1.12,0.0,64.81,,,,
2022-04-14T19:00:00Z,14.39,3.82,,,5.29,1.62,0.0,61.02,,,,
2022-04-14T20:00:00Z,19.02,4.24,,,6.5,2.56,0.0,51.51,,,,
2022-04-14T21:00:00Z,26.51,7.12,,,11.07,5.75,0.0,30.94,,,,
2022-04-14T22:00:00Z,32.88,11.58,,,17.41,10.25,0.0,12.42,,,,
2022-04-14T23:00:00Z,24.21,9.14,,,14.22,7.88,0.0,20.5,,,,
2022-04-15T00:00:00Z,19.7,8.68,,,13.55,7.42,0.0,23.11,,,,
2022-04-15T01:00:00Z,15.57,8.85,,,13.89,7.66,0.0,24.58,,,,
2022-04-15T02:00:00Z,16.45,10.35,,,16.06,8.87,0.0,16.73,,,,
2022-04-15T03:00:00Z,16.17,11.03,,,17.13,9.84,0.0,17.13,,,,
2022-04-15T04:00:00Z,14.49,11.65,,,17.7,10.47,0.0,19.47,,,,
2022-04-15T05:00:00Z,16.55,12.28,,,18.52,11.33,0.0,11.14,,,,
2022-04-15T06:00:00Z,18.58,12.81,,,19.34,11.78,0.0,9.34,,,,
2022-04-15T07:00:00Z,20.45,12.37,,,18.58,11.02,0.35,2.37,,,,
2022-04-15T08:00:00Z,14.1,11.99,,,17.85,9.99,0.44,3.14,,,,
2022-04-15T09:00:00Z,4.97,7.98,,,11.46,5.33,0.0,28.06,,,,
2022-04-15T10:00:00Z,3.17,5.38,,,6.74,2.67,0.0,51.86,,,,
2022-04-15T11:00:00Z,1.59,5.62,,,7.02,2.78,0.0,61.76,,,,
2022-04-15T12:00:00Z,2.14,4.56,,,5.17,1.83,0.0,66.86,,,,
2022-04-15T13:00:00Z,2.49,5.47,,,6.32,2.54,0.0,70.16,,,,
2022-04-15T14:00:00Z,2.89,4.79,,,5.57,1.82,0.0,75.71,,,,
2022-04-15T15:00:00Z,1.65,4.35,,,4.89,1.58,0.0,72.41,,,,
2022-04-15T16:00:00Z,4.03,4.45,,,5.08,1.64,0.0,75.55,,,,
2022-04-15T17:00:00Z,6.79,4.53,,,5.06,1.91,0.0,76.66,,,,
2022-04-15T18:00:00Z,5.0,4.24,,,4.82,1.56,0.0,70.35,,,,
2022-04-15T19:00:00Z,13.15,4.98,,,6.17,2.59,0.0,62.28,,,,
2022-04-15T20:00:00Z,24.78,6.09,,,8.61,4.18,0.0,59.15,,,,
2022-04-15T21:00:00Z,26.75,8.58,,,12.77,7.11,0.0,50.01,,,,
2022-04-15T22:00:00Z,26.23,19.17,,,31.61,17.15,0.0,44.49,,,,
2022-04-15T23:00:00Z,16.37,16.26,,,25.74,14.23,0.0,44.5,,,,
2022-04-16T00:00:00Z,12.92,18.14,,,29.75,15.79,0.0,52.15,,,,
2022-04-16T01:00:00Z,11.53,19.53,,,31.99,17.21,0.0,50.91,,,,
2022-04-16T02:00:00Z,11.25,20.84,,,34.01,18.89,0.0,44.77,,,,
2022-04-16T03:00:00Z,12.91,22.4,,,36.13,20.75,0.0,38.73,,,,
2022-04-16T04:00:00Z,13.39,23.15,,,37.26,21.92,0.0,32.24,,,,
2022-04-16T05:00:00Z,12.36,24.0,,,38.19,22.78,0.0,26.45,,,,
2022-04-16T06:00:00Z,14.99,23.57,,,37.43,22.35,0.0,21.65,,,,
2022-04-16T07:00:00Z,17.91,21.93,,,35.95,20.08,0.24,11.83,,,,
2022-04-16T08:00:00Z,9.36,20.41,,,34.04,17.36,0.22,13.64,,,,
2022-04-16T09:00:00Z,2.67,20.14,,,34.46,15.88,0.0,18.55,,,,
2022-04-16T10:00:00Z,4.39,21.27,,,37.29,16.17,0.0,32.89,,,,
2022-04-16T11:00:00Z,6.88,19.92,,,34.44,14.83,0.0,47.07,,,,
2022-04-16T12:00:00Z,6.21,17.47,,,27.62,12.22,0.0,59.55,,,,
2022-04-16T13:00:00Z,4.12,17.74,,,29.25,12.2,0.0,64.66,,,,
2022-04-16T14:00:00Z,5.96,17.5,,,27.72,12.24,0.0,66.91,,,,
2022-04-16T15:00:00Z,5.24,15.99,,,24.6,11.1,0.0,75.58,,,,
2022-04-16T16:00:00Z,4.22,14.96,,,22.61,10.33,0.0,76.93,,,,
2022-04-16T17:00:00Z,3.5,14.91,,,22.4,10.56,0.0,78.9,,,,
2022-04-16T18:00:00Z,13.16,16.63,,,25.58,12.27,0.0,77.17,,,,
2022-04-16T19:00:00Z,14.75,15.35,,,23.21,11.81,0.0,70.35,,,,
2022-04-16T20:00:00Z,16.0,14.44,,,22.0,11.44,0.0,68.27,,,,
2022-04-16T21:00:00Z,13.45,15.89,,,24.78,12.61,0.0,65.57,,,,
2022-04-16T22:00:00Z,10.53,13.65,,,21.36,10.25,0.0,60.14,,,,
2022-04-16T23:00:00Z,9.83,11.21,,,17.4,8.37,0.0,58.76,,,,
2022-04-17T00:00:00Z,9.45,11.57,,,17.83,8.64,0.0,60.46,,,,
2022-04-17T01:00:00Z,10.53,17.35,,,28.91,13.87,0.0,66.37,,,,
2022-04-17T02:00:00Z,12.06,21.08,,,36.18,17.39,0.0,59.26,,,,
2022-04-17T03:00:00Z,11.42,22.16,,,37.81,18.75,0.0,54.94,,,,
2022-04-17T04:00:00Z,11.53,22.83,,,38.88,19.93,0.0,48.0,,,,
2022-04-17T05:00:00Z,10.16,23.55,,,39.86,20.78,0.0,41.34,,,,
2022-04-17T06:00:00Z,11.49,24.54,,,41.4,21.75,0.0,39.95,,,,
2022-04-17T07:00:00Z,13.32,23.61,,,40.67,20.01,0.02,31.51,,,,
2022-04-17T08:00:00Z,6.9,24.58,,,43.52,19.38,0.16,30.0,,,,
2022-04-17T09:00:00Z,0.77,23.36,,,41.68,17.25,0.0,37.26,,,,
2022-04-17T10:00:00Z,1.57,21.27,,,37.71,15.38,0.0,51.7,,,,
2022-04-17T11:00:00Z,2.72,17.58,,,28.14,11.99,0.0,62.74,,,,
2022-04-17T12:00:00Z,2.82,16.47,,,25.7,10.82,0.0,69.09,,,,
2022-04-17T13:00:00Z,4.39,15.04,,,22.9,9.88,0.0,80.43,,,,
2022-04-17T14:00:00Z,1.28,9.53,,,13.09,5.38,0.0,86.83,,,,
2022-04-17T15:00:00Z,2.97,9.4,,,12.34,5.41,0.0,88.52,,,,
2022-04-17T16:00:00Z,1.52,7.06,,,8.48,3.72,0.0,88.3,,,,
2022-04-17T17:00:00Z,4.27,7.3,,,9.04,3.8,0.0,92.65,,,,
2022-04-17T18:00:00Z,1.0,5.95,,,6.67,2.63,0.0,92.89,,,,
2022-04-17T19:00:00Z,4.38,4.96,,,5.51,1.86,0.0,89.15,,,,
2022-04-17T20:00:00Z,11.1,5.4,,,6.11,2.26,0.0,81.21,,,,
2022-04-17T21:00:00Z,15.89,6.06,,,7.44,3.19,0.0,75.79,,,,
2022-04-17T22:00:00Z,17.64,7.43,,,10.3,4.45,0.0,72.94,,,,
2022-04-17T23:00:00Z,18.04,8.16,,,12.03,5.5,0.0,70.35,,,,
2022-04-18T00:00:00Z,17.74,8.57,,,13.1,5.79,0.0,70.7,,,,
2022-04-18T01:00:00Z,17.59,10.37,,,16.21,7.9,0.0,72.84,,,,
2022-04-18T02:00:00Z,14.7,10.32,,,16.08,8.09,0.0,66.44,,,,
2022-04-18T03:00:00Z,15.74,12.99,,,20.53,10.5,0.0,63.33,,,,
2022-04-18T04:00:00Z,15.59,14.72,,,23.31,12.52,0.0,57.67,,,,
2022-04-18T05:00:00Z,11.4,13.96,,,21.79,11.64,0.0,43.39,,,,
2022-04-18T06:00:00Z,11.32,7.83,,,13.3,5.99,0.0,54.61,,,,
2022-04-18T07:00:00Z,3.22,2.97,,,5.07,1.3,0.06,55.78,,,,
2022-04-18T08:00:00Z,2.51,2.29,,,3.64,0.42,0.0,62.63,,,,
2022-04-18T09:00:00Z,3.57,2.58,,,3.43,0.6,0.03,65.12,,,,
2022-04-18T10:00:00Z,1.37,2.75,,,3.32,0.43,0.08,69.42,,,,
2022-04-18T11:00:00Z,0.01,3.03,,,3.41,0.33,0.11,75.58,,,,
2022-04-18T12:00:00Z,0.29,3.47,,,3.88,0.47,0.01,81.64,,,,
2022-04-18T13:00:00Z,0.97,4.36,,,4.94,1.15,0.0,84.42,,,,
2022-04-18T14:00:00Z,1.12,4.44,,,4.95,1.12,0.0,85.48,,,,
2022-04-18T15:00:00Z,0.85,4.53,,,5.11,1.16,0.0,90.82,,,,
2022-04-18T16:00:00Z,6.26,4.49,,,5.12,1.18,0.0,90.98,,,,
2022-04-18T17:00:00Z,9.76,3.92,,,4.46,0.86,0.0,88.21,,,,
2022-04-18T18:00:00Z,9.64,3.7,,,4.12,0.73,0.0,83.93,,,,
2022-04-18T19:00:00Z,14.51,3.56,,,4.11,0.94,0.0,79.35,,,,
2022-04-18T20:00:00Z,20.02,4.82,,,6.57,2.39,0.0,78.02,,,,
2022-04-18T21:00:00Z,19.42,3.99,,,6.2,2.14,0.0,74.59,,,,
2022-04-18T22:00:00Z,15.78,4.91,,,7.71,3.16,0.0,65.27,,,,
2022-04-18T23:00:00Z,12.67,3.93,,,6.49,2.13,0.0,66.65,,,,
2022-04-19T00:00:00Z,12.02,4.74,,,7.64,2.91,0.0,63.19,,,,
2022-04-19T01:00:00Z,13.48,5.97,,,9.53,4.26,0.0,56.98,,,,
2022-04-19T02:00:00Z,13.22,7.48,,,12.15,5.47,0.0,55.55,,,,
2022-04-19T03:00:00Z,14.34,8.69,,,14.06,6.63,0.0,42.35,,,,
2022-04-19T04:00:00Z,13.68,9.04,,,14.8,7.22,0.0,35.16,,,,
2022-04-19T05:00:00Z,23.71,9.78,,,15.88,8.0,1.27,17.48,,,,
2022-04-19T06:00:00Z,23.27,10.0,,,16.34,7.99,0.22,13.59,,,,
2022-04-19T07:00:00Z,24.92,10.67,,,17.37,8.35,1.1,10.17,,,,
2022-04-19T08:00:00Z,21.62,9.24,,,14.73,6.9,0.61,13.37,,,,
2022-04-19T09:00:00Z,16.83,6.74,,,10.36,4.43,0.25,24.14,,,,
2022-04-19T10:00:00Z,4.3,4.05,,,5.54,1.75,0.06,53.1,,,,
2022-04-19T11:00:00Z,5.42,4.05,,,5.26,1.77,0.07,58.4,,,,
2022-04-19T12:00:00Z,4.21,4.3,,,5.14,1.64,0.06,61.12,,,,
2022-04-19T13:00:00Z,6.34,4.79,,,6.05,2.12,0.01,65.47,,,,
2022-04-19T14:00:00Z,4.97,6.13,,,7.66,3.13,0.0,66.34,,,,
2022-04-19T15:00:00Z,5.91,7.76,,,10.46,4.75,0.0,65.63,,,,
2022-04-19T16:00:00Z,9.78,7.67,,,10.22,4.92,0.0,73.2,,,,
2022-04-19T17:00:00Z,10.46,8.33,,,11.51,5.32,0.0,69.79,,,,
2022-04-19T18:00:00Z,17.14,10.69,,,16.03,7.38,0.0,66.28,,,,
2022-04-19T19:00:00Z,16.09,10.88,,,16.08,7.85,0.0,64.79,,,,
2022-04-19T20:00:00Z,13.84,7.44,,,11.58,5.13,0.0,62.65,,,,
2022-04-19T21:00:00Z,11.39,6.69,,,10.32,4.66,0.0,62.16,,,,
2022-04-19T22:00:00Z,9.73,6.85,,,10.78,4.89,0.0,60.2,,,,
2022-04-19T23:00:00Z,16.03,7.63,,,12.39,6.12,0.0,47.77,,,,
2022-04-20T00:00:00Z,11.94,7.66,,,12.31,6.06,0.0,50.76,,,,
2022-04-20T01:00:00Z,10.14,8.77,,,14.2,6.91,0.0,52.42,,,,
2022-04-20T02:00:00Z,11.7,11.03,,,17.49,9.38,0.0,49.65,,,,
2022-04-20T03:00:00Z,10.58,11.82,,,19.43,9.58,0.0,53.85,,,,
2022-04-20T04:00:00Z,9.1,18.16,,,30.24,15.47,0.0,55.38,,,,
2022-04-20T05:00:00Z,9.47,21.02,,,35.56,17.92,0.0,54.06,,,,
2022-04-20T06:00:00Z,11.1,22.8,,,39.14,19.49,0.0,47.83,,,,
2022-04-20T07:00:00Z,12.02,21.43,,,36.22,18.31,0.0,38.93,,,,
2022-04-20T08:00:00Z,10.05,18.82,,,31.74,15.57,0.07,38.94,,,,
2022-04-20T09:00:00Z,3.49,16.22,,,25.78,12.43,0.15,39.61,,,,
2022-04-20T10:00:00Z,2.35,13.28,,,20.42,9.55,0.11,46.53,,,,
2022-04-20T11:00:00Z,2.74,12.02,,,17.71,8.6,0.01,55.08,,,,
2022-04-20T12:00:00Z,2.35,11.28,,,16.4,8.02,0.0,65.23,,,,
2022-04-20T13:00:00Z,0.94,9.8,,,13.83,6.33,0.0,77.64,,,,
2022-04-20T14:00:00Z,0.38,6.35,,,7.79,3.02,0.0,77.1,,,,
2022-04-20T15:00:00Z,0.42,5.63,,,6.52,2.28,0.0,79.46,,,,
2022-04-20T16:00:00Z,2.88,6.66,,,8.11,3.15,0.0,84.35,,,,
2022-04-20T17:00:00Z,9.56,8.02,,,11.04,4.43,0.0,84.24,,,,
2022-04-20T18:00:00Z,9.01,8.06,,,10.9,4.47,0.0,80.68,,,,
2022-04-20T19:00:00Z,8.47,8.36,,,11.78,4.63,0.0,71.56,,,,
2022-04-20T20:00:00Z,17.16,7.23,,,10.92,4.45,0.0,66.84,,,,
2022-04-20T21:00:00Z,15.6,6.24,,,9.34,3.88,0.0,65.42,,,,
2022-04-20T22:00:00Z,14.96,6.83,,,10.77,4.92,0.0,66.64,,,,
2022-04-20T23:00:00Z,15.55,7.29,,,11.7,5.91,0.0,61.22,,,,
2022-04-21T00:00:00Z,13.71,8.9,,,14.07,7.39,0.0,54.37,,,,
2022-04-21T01:00:00Z,12.38,9.5,,,14.83,8.33,0.0,49.3,,,,
2022-04-21T02:00:00Z,11.34,10.66,,,16.16,9.42,0.0,48.64,,,,
2022-04-21T03:00:00Z,9.93,11.28,,,17.2,10.14,0.01,48.29,,,,
2022-04-21T04:00:00Z,8.37,10.32,,,15.81,9.37,0.0,54.03,,,,
2022-04-21T05:00:00Z,13.65,12.82,,,18.65,11.71,0.01,39.51,,,,
2022-04-21T06:00:00Z,22.49,15.25,,,22.2,14.28,0.18,26.96,,,,
