hour_utc,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough
2022-01-13T18:00:00Z,44.43,14.58,,,23.19,13.0,0.39,17.59,,,,
2022-01-13T19:00:00Z,42.49,13.93,,,21.02,12.78,0.25,17.57,,,,
2022-01-13T20:00:00Z,34.77,11.09,,,17.16,10.09,0.07,27.45,,,,
2022-01-13T21:00:00Z,39.24,19.74,,,30.89,18.59,5.34,13.81,,,,
2022-01-13T22:00:00Z,39.83,26.43,,,38.95,24.56,14.5,6.31,,,,
2022-01-13T23:00:00Z,36.07,27.88,,,41.2,26.06,19.97,4.65,,,,
2022-01-14T00:00:00Z,32.75,22.12,,,33.3,20.85,3.18,19.72,,,,
2022-01-14T01:00:00Z,33.97,24.8,,,36.06,23.21,2.88,13.96,,,,
2022-01-14T02:00:00Z,29.42,26.29,,,38.31,24.59,9.96,5.91,,,,
2022-01-14T03:00:00Z,27.54,27.88,,,39.53,25.65,13.77,6.29,,,,
2022-01-14T04:00:00Z,23.47,27.36,,,39.45,25.51,13.41,6.37,,,,
2022-01-14T05:00:00Z,22.9,27.41,,,39.0,25.29,11.85,6.3,,,,
2022-01-14T06:00:00Z,22.61,21.56,,,33.1,20.29,3.13,9.18,,,,
2022-01-14T07:00:00Z,25.32,19.74,,,32.02,18.29,3.53,10.19,,,,
2022-01-14T08:00:00Z,26.24,20.28,,,32.65,18.74,2.12,10.69,,,,
2022-01-14T09:00:00Z,27.95,20.33,,,32.56,18.94,4.33,10.42,,,,
2022-01-14T10:00:00Z,32.49,20.97,,,34.19,19.36,8.85,10.93,,,,
2022-01-14T11:00:00Z,33.13,19.91,,,32.19,18.44,9.24,9.01,,,,
2022-01-14T12:00:00Z,36.61,20.59,,,33.78,19.17,11.15,6.93,,,,
2022-01-14T13:00:00Z,37.1,20.49,,,34.08,18.65,11.28,5.24,,,,
2022-01-14T14:00:00Z,39.87,21.48,,,36.17,19.48,13.87,4.25,,,,
2022-01-14T15:00:00Z,39.49,20.97,,,34.77,18.98,11.21,6.39,,,,
2022-01-14T16:00:00Z,38.45,21.54,,,35.75,19.9,12.01,5.78,,,,
2022-01-14T17:00:00Z,38.04,22.77,,,37.53,21.24,14.43,6.65,,,,
2022-01-14T18:00:00Z,38.3,26.07,,,41.21,24.91,16.95,6.39,,,,
2022-01-14T19:00:00Z,40.78,26.93,,,42.63,25.55,20.71,5.48,,,,
2022-01-14T20:00:00Z,41.46,29.02,,,44.74,27.53,25.27,3.9,,,,
2022-01-14T21:00:00Z,44.38,32.76,,,47.93,30.84,38.01,1.37,,,,
2022-01-14T22:00:00Z,40.78,30.35,,,45.8,28.69,32.6,2.99,,,,
2022-01-14T23:00:00Z,41.04,29.02,,,44.65,27.45,33.0,2.29,,,,
2022-01-15T00:00:00Z,40.1,31.79,,,48.22,29.96,37.48,1.7,,,,
2022-01-15T01:00:00Z,36.61,29.24,,,45.23,27.75,26.39,4.65,,,,
2022-01-15T02:00:00Z,34.2,28.69,,,44.39,27.29,22.1,4.92,,,,
2022-01-15T03:00:00Z,32.0,29.92,,,46.51,28.05,21.08,4.09,,,,
2022-01-15T04:00:00Z,28.65,28.16,,,44.43,26.82,19.08,4.5,,,,
2022-01-15T05:00:00Z,35.18,27.98,,,43.19,26.59,22.89,4.97,,,,
2022-01-15T06:00:00Z,31.64,26.51,,,41.3,25.29,22.02,4.73,,,,
2022-01-15T07:00:00Z,30.97,27.0,,,42.81,25.59,16.34,8.64,,,,
2022-01-15T08:00:00Z,31.35,22.81,,,36.59,21.73,8.28,9.23,,,,
2022-01-15T09:00:00Z,27.47,18.23,,,29.78,16.43,0.86,11.41,,,,
2022-01-15T10:00:00Z,26.41,17.93,,,29.91,16.17,0.85,13.33,,,,
2022-01-15T11:00:00Z,27.42,19.4,,,32.83,17.6,2.94,11.6,,,,
2022-01-15T12:00:00Z,29.9,21.03,,,35.52,19.4,6.55,8.47,,,,
2022-01-15T13:00:00Z,28.53,21.34,,,36.5,19.26,5.01,11.05,,,,
2022-01-15T14:00:00Z,27.95,22.77,,,38.84,20.31,2.26,16.19,,,,
2022-01-15T15:00:00Z,29.73,23.33,,,39.79,20.91,1.16,15.99,,,,
2022-01-15T16:00:00Z,30.36,22.55,,,38.56,20.2,0.58,13.31,,,,
2022-01-15T17:00:00Z,32.07,23.84,,,39.99,21.83,0.28,12.7,,,,
2022-01-15T18:00:00Z,33.92,26.14,,,41.86,23.94,0.56,11.65,,,,
2022-01-15T19:00:00Z,32.42,26.42,,,41.54,24.72,0.19,10.32,,,,
2022-01-15T20:00:00Z,28.77,27.42,,,41.93,25.69,0.74,9.11,,,,
2022-01-15T21:00:00Z,29.93,26.26,,,40.6,24.91,0.78,9.45,,,,
2022-01-15T22:00:00Z,28.24,24.9,,,39.66,23.82,0.43,15.47,,,,
2022-01-15T23:00:00Z,25.15,24.16,,,38.36,23.02,0.46,20.14,,,,
2022-01-16T00:00:00Z,17.42,22.53,,,35.88,21.32,0.13,29.7,,,,
2022-01-16T01:00:00Z,13.31,21.11,,,34.01,19.94,0.04,34.68,,,,
2022-01-16T02:00:00Z,13.83,20.21,,,32.25,19.01,0.05,36.11,,,,
2022-01-16T03:00:00Z,12.81,19.89,,,31.94,18.35,0.05,40.73,,,,
2022-01-16T04:00:00Z,11.38,20.52,,,33.27,19.14,0.03,34.35,,,,
2022-01-16T05:00:00Z,12.24,21.77,,,34.77,20.66,0.02,28.09,,,,
2022-01-16T06:00:00Z,14.04,21.29,,,34.05,20.17,0.07,35.77,,,,
2022-01-16T07:00:00Z,10.93,20.1,,,32.24,18.68,0.08,39.73,,,,
2022-01-16T08:00:00Z,8.12,18.51,,,29.92,17.43,0.02,43.76,,,,
2022-01-16T09:00:00Z,10.03,18.49,,,29.64,17.26,0.01,38.74,,,,
2022-01-16T10:00:00Z,18.67,17.52,,,27.74,16.2,1.38,32.03,,,,
2022-01-16T11:00:00Z,6.54,9.61,,,15.5,8.44,0.02,65.87,,,,
2022-01-16T12:00:00Z,5.46,12.12,,,19.03,10.53,0.06,63.64,,,,
2022-01-16T13:00:00Z,4.83,12.77,,,19.59,10.7,0.06,58.12,,,,
2022-01-16T14:00:00Z,7.38,14.46,,,22.0,12.28,0.06,55.94,,,,
2022-01-16T15:00:00Z,9.11,15.02,,,23.82,13.12,0.03,55.18,,,,
2022-01-16T16:00:00Z,9.56,10.63,,,16.42,9.14,0.03,55.15,,,,
2022-01-16T17:00:00Z,8.42,6.97,,,11.54,5.82,0.0,59.02,,,,
2022-01-16T18:00:00Z,6.2,5.13,,,9.32,3.33,0.25,74.38,,,,
2022-01-16T19:00:00Z,4.94,4.39,,,8.36,2.56,0.07,81.08,,,,
2022-01-16T20:00:00Z,3.54,3.96,,,8.01,2.32,0.02,85.11,,,,
2022-01-16T21:00:00Z,5.03,4.0,,,8.22,2.81,0.07,78.07,,,,
2022-01-16T22:00:00Z,3.55,2.46,,,5.9,1.2,0.01,84.3,,,,
2022-01-16T23:00:00Z,5.25,3.24,,,6.96,2.05,0.02,77.31,,,,
2022-01-17T00:00:00Z,5.74,3.82,,,7.95,2.5,0.03,80.13,,,,
2022-01-17T01:00:00Z,3.51,3.45,,,7.74,1.81,0.02,89.07,,,,
2022-01-17T02:00:00Z,2.05,2.89,,,6.95,1.31,0.0,91.38,,,,
2022-01-17T03:00:00Z,2.27,2.11,,,5.91,0.94,0.03,90.55,,,,
2022-01-17T04:00:00Z,3.95,1.66,,,5.39,0.48,0.04,91.08,,,,
2022-01-17T05:00:00Z,3.7,1.6,,,5.13,0.59,0.0,89.78,,,,
2022-01-17T06:00:00Z,5.96,1.5,,,4.94,0.63,0.06,85.41,,,,
2022-01-17T07:00:00Z,20.86,1.47,,,5.03,0.69,0.1,64.8,,,,
2022-01-17T08:00:00Z,49.81,1.82,,,5.28,0.88,6.56,34.73,,,,
2022-01-17T09:00:00Z,33.07,2.18,,,5.8,1.28,1.89,42.85,,,,
2022-01-17T10:00:00Z,55.26,5.51,,,10.32,4.47,9.17,10.36,,,,
2022-01-17T11:00:00Z,56.52,8.94,,,14.74,7.9,11.52,8.94,,,,
2022-01-17T12:00:00Z,19.47,3.75,,,7.23,2.03,0.24,56.32,,,,
2022-01-17T13:00:00Z,12.78,3.75,,,7.06,1.79,0.2,57.29,,,,
2022-01-17T14:00:00Z,19.32,3.88,,,6.43,1.8,0.29,51.95,,,,
2022-01-17T15:00:00Z,21.85,4.3,,,7.51,2.32,0.49,46.32,,,,
2022-01-17T16:00:00Z,40.6,5.96,,,10.84,4.07,2.08,25.62,,,,
2022-01-17T17:00:00Z,51.86,13.05,,,24.5,9.68,5.02,11.36,,,,
2022-01-17T18:00:00Z,38.73,12.32,,,20.33,10.64,1.29,16.83,,,,
2022-01-17T19:00:00Z,39.89,16.4,,,26.02,15.3,1.11,15.5,,,,
2022-01-17T20:00:00Z,41.0,20.65,,,32.91,19.35,5.34,6.88,,,,
2022-01-17T21:00:00Z,37.67,21.43,,,34.17,20.2,3.62,9.03,,,,
2022-01-17T22:00:00Z,37.59,23.92,,,37.64,22.75,5.88,7.03,,,,
2022-01-17T23:00:00Z,39.09,25.91,,,40.31,24.67,20.79,2.28,,,,
2022-01-18T00:00:00Z,38.29,28.85,,,44.16,27.29,32.14,0.44,,,,
2022-01-18T01:00:00Z,29.58,29.63,,,45.33,27.83,21.79,1.68,,,,
2022-01-18T02:00:00Z,28.4,29.08,,,44.13,27.68,26.83,1.02,,,,
2022-01-18T03:00:00Z,29.65,26.39,,,40.87,25.11,17.31,4.45,,,,
2022-01-18T04:00:00Z,28.13,25.12,,,39.53,23.9,8.64,6.27,,,,
2022-01-18T05:00:00Z,27.48,21.38,,,34.02,20.05,3.66,7.24,,,,
2022-01-18T06:00:00Z,26.56,20.02,,,31.79,18.89,2.37,7.35,,,,
2022-01-18T07:00:00Z,26.99,20.28,,,32.71,18.93,5.29,7.16,,,,
2022-01-18T08:00:00Z,32.56,21.13,,,33.46,19.83,12.29,5.46,,,,
2022-01-18T09:00:00Z,42.53,21.68,,,34.67,20.52,26.37,2.85,,,,
2022-01-18T10:00:00Z,45.48,21.94,,,34.24,20.7,26.73,1.6,,,,
2022-01-18T11:00:00Z,50.75,24.04,,,37.65,22.79,31.1,0.06,,,,
2022-01-18T12:00:00Z,44.7,20.54,,,33.29,19.29,15.27,5.31,,,,
2022-01-18T13:00:00Z,21.98,15.59,,,26.24,13.21,0.86,34.05,,,,
2022-01-18T14:00:00Z,17.32,17.66,,,28.89,15.36,0.11,44.0,,,,
2022-01-18T15:00:00Z,23.31,18.31,,,31.23,15.58,0.32,42.12,,,,
2022-01-18T16:00:00Z,18.98,18.25,,,30.8,15.5,0.11,49.52,,,,
2022-01-18T17:00:00Z,15.25,16.53,,,26.86,14.3,0.02,53.26,,,,
2022-01-18T18:00:00Z,23.61,18.36,,,30.42,16.07,0.02,35.72,,,,
2022-01-18T19:00:00Z,29.77,17.48,,,29.44,15.87,0.02,27.65,,,,
2022-01-18T20:00:00Z,33.83,18.93,,,30.44,17.69,0.02,22.32,,,,
2022-01-18T21:00:00Z,22.15,16.46,,,25.89,15.28,0.03,31.83,,,,
2022-01-18T22:00:00Z,27.81,19.47,,,30.22,18.15,0.07,19.84,,,,
2022-01-18T23:00:00Z,30.76,20.83,,,31.78,19.73,0.05,24.82,,,,
2022-01-19T00:00:00Z,30.25,21.28,,,32.69,20.2,0.05,22.16,,,,
2022-01-19T01:00:00Z,21.76,20.83,,,32.61,19.62,0.05,31.61,,,,
2022-01-19T02:00:00Z,12.7,19.12,,,30.2,17.72,0.0,45.48,,,,
2022-01-19T03:00:00Z,11.13,19.69,,,31.99,18.25,0.04,43.16,,,,
2022-01-19T04:00:00Z,10.41,20.56,,,33.3,18.97,0.03,40.39,,,,
2022-01-19T05:00:00Z,9.48,20.49,,,33.44,18.82,0.01,41.52,,,,
2022-01-19T06:00:00Z,9.92,20.41,,,33.12,18.67,0.04,32.14,,,,
2022-01-19T07:00:00Z,19.77,18.78,,,30.24,17.11,0.29,33.72,,,,
2022-01-19T08:00:00Z,14.16,17.38,,,28.38,15.69,0.11,43.6,,,,
2022-01-19T09:00:00Z,21.87,17.94,,,29.73,16.04,0.22,38.97,,,,
2022-01-19T10:00:00Z,24.66,14.88,,,24.37,12.92,0.76,36.99,,,,
2022-01-19T11:00:00Z,21.07,8.51,,,14.11,7.15,0.34,48.48,,,,
2022-01-19T12:00:00Z,8.01,3.47,,,6.63,1.94,0.27,63.13,,,,
2022-01-19T13:00:00Z,4.37,2.45,,,4.5,0.43,0.18,72.57,,,,
2022-01-19T14:00:00Z,8.1,2.6,,,4.87,0.43,0.25,72.55,,,,
2022-01-19T15:00:00Z,12.32,2.85,,,5.02,0.6,0.31,67.17,,,,
2022-01-19T16:00:00Z,15.38,2.88,,,5.17,0.64,0.1,62.33,,,,
2022-01-19T17:00:00Z,20.67,3.17,,,6.03,1.15,0.1,57.5,,,,
2022-01-19T18:00:00Z,24.31,3.55,,,7.01,2.0,0.2,56.2,,,,
2022-01-19T19:00:00Z,21.01,3.84,,,8.14,2.15,0.41,61.79,,,,
2022-01-19T20:00:00Z,12.97,4.02,,,8.42,2.49,0.0,69.78,,,,
2022-01-19T21:00:00Z,14.58,4.57,,,8.89,3.3,0.02,62.5,,,,
2022-01-19T22:00:00Z,11.95,4.07,,,8.45,2.91,0.01,68.07,,,,
2022-01-19T23:00:00Z,15.32,4.3,,,8.69,3.13,0.1,60.15,,,,
2022-01-20T00:00:00Z,14.58,4.67,,,9.31,3.59,0.07,59.53,,,,
2022-01-20T01:00:00Z,8.72,5.26,,,10.11,4.36,0.02,64.17,,,,
2022-01-20T02:00:00Z,7.23,3.74,,,8.16,2.78,0.0,63.92,,,,
2022-01-20T03:00:00Z,10.31,3.59,,,8.15,2.57,0.01,58.96,,,,
2022-01-20T04:00:00Z,9.24,4.39,,,9.4,3.35,0.06,55.77,,,,
2022-01-20T05:00:00Z,10.11,3.66,,,7.94,2.53,0.03,56.22,,,,
2022-01-20T06:00:00Z,14.07,2.99,,,6.7,1.9,0.04,53.38,,,,
2022-01-20T07:00:00Z,30.32,2.72,,,6.37,1.68,2.47,35.43,,,,
2022-01-20T08:00:00Z,58.8,3.34,,,7.24,2.19,22.39,7.99,,,,
2022-01-20T09:00:00Z,50.23,3.59,,,7.7,2.46,4.21,14.89,,,,
2022-01-20T10:00:00Z,36.06,3.57,,,6.99,2.26,0.93,33.73,,,,
2022-01-20T11:00:00Z,25.18,3.61,,,6.38,1.98,0.32,52.49,,,,
2022-01-20T12:00:00Z,22.37,3.55,,,5.49,1.29,0.18,57.04,,,,
2022-01-20T13:00:00Z,19.34,3.64,,,5.3,1.34,0.69,62.87,,,,
2022-01-20T14:00:00Z,19.96,3.92,,,5.59,1.5,0.04,66.28,,,,
2022-01-20T15:00:00Z,16.94,3.81,,,5.36,1.56,0.07,66.83,,,,
2022-01-20T16:00:00Z,28.43,4.33,,,6.39,1.92,0.3,53.72,,,,
2022-01-20T17:00:00Z,27.36,6.63,,,10.99,4.23,0.21,53.18,,,,
2022-01-20T18:00:00Z,33.52,7.2,,,11.81,5.23,0.28,40.69,,,,
2022-01-20T19:00:00Z,35.27,7.55,,,12.31,5.75,1.97,34.56,,,,
2022-01-20T20:00:00Z,31.01,7.78,,,12.57,5.93,0.28,36.86,,,,
2022-01-20T21:00:00Z,25.31,8.79,,,14.11,7.18,0.02,41.49,,,,
2022-01-20T22:00:00Z,29.91,8.23,,,13.55,6.88,0.09,34.24,,,,
2022-01-20T23:00:00Z,26.09,7.54,,,12.47,5.9,0.11,37.6,,,,
2022-01-21T00:00:00Z,21.95,5.38,,,9.71,4.14,0.08,46.53,,,,
2022-01-21T01:00:00Z,14.1,5.1,,,9.18,3.93,0.0,53.32,,,,
2022-01-21T02:00:00Z,17.83,7.43,,,12.47,6.4,0.0,47.61,,,,
2022-01-21T03:00:00Z,20.8,12.92,,,19.44,11.76,0.0,39.11,,,,
2022-01-21T04:00:00Z,22.65,17.24,,,26.0,16.2,0.17,28.8,,,,
2022-01-21T05:00:00Z,21.29,20.45,,,31.21,19.25,0.0,27.22,,,,
2022-01-21T06:00:00Z,21.87,20.13,,,30.76,19.09,0.09,16.67,,,,
2022-01-21T07:00:00Z,31.91,19.25,,,28.33,18.0,4.49,8.64,,,,
2022-01-21T08:00:00Z,35.59,18.71,,,27.78,17.53,10.1,3.24,,,,
2022-01-21T09:00:00Z,45.2,19.54,,,30.39,18.51,16.93,0.44,,,,
2022-01-21T10:00:00Z,60.84,18.1,,,28.8,16.94,30.91,0.13,,,,
2022-01-21T11:00:00Z,52.01,13.32,,,20.27,12.44,15.84,7.02,,,,
2022-01-21T12:00:00Z,43.73,7.37,,,12.02,6.26,3.86,21.04,,,,
2022-01-21T13:00:00Z,30.23,7.3,,,11.88,6.0,1.13,40.0,,,,
2022-01-21T14:00:00Z,24.04,6.91,,,10.67,5.45,0.33,48.71,,,,
2022-01-21T15:00:00Z,15.74,3.99,,,6.57,2.44,0.16,71.75,,,,
2022-01-21T16:00:00Z,15.25,3.54,,,5.98,2.08,0.17,77.68,,,,
2022-01-21T17:00:00Z,12.12,3.58,,,6.48,2.47,0.03,84.99,,,,
2022-01-21T18:00:00Z,15.11,5.02,,,8.6,3.97,0.2,77.94,,,,
2022-01-21T19:00:00Z,18.82,6.41,,,10.58,5.57,0.23,69.4,,,,
2022-01-21T20:00:00Z,12.17,6.34,,,10.5,5.44,0.03,77.71,,,,
2022-01-21T21:00:00Z,9.87,6.34,,,10.52,5.36,0.03,80.09,,,,
2022-01-21T22:00:00Z,8.66,7.2,,,11.82,6.18,0.02,81.51,,,,
2022-01-21T23:00:00Z,11.55,9.56,,,15.27,7.95,0.07,74.54,,,,
2022-01-22T00:00:00Z,6.59,9.15,,,14.68,7.69,0.06,82.41,,,,
2022-01-22T01:00:00Z,6.03,6.56,,,11.16,5.48,0.04,84.22,,,,
2022-01-22T02:00:00Z,5.24,8.08,,,12.94,6.94,0.07,86.17,,,,
2022-01-22T03:00:00Z,4.93,9.36,,,14.63,7.56,0.0,85.01,,,,
2022-01-22T04:00:00Z,3.64,6.61,,,10.92,5.25,0.0,86.72,,,,
2022-01-22T05:00:00Z,3.56,5.23,,,9.14,4.07,0.04,84.61,,,,
2022-01-22T06:00:00Z,5.7,6.71,,,11.6,5.11,0.02,77.41,,,,
2022-01-22T07:00:00Z,12.37,7.08,,,12.36,5.39,0.04,62.18,,,,
2022-01-22T08:00:00Z,25.3,5.71,,,10.4,4.6,0.06,51.22,,,,
2022-01-22T09:00:00Z,18.23,5.05,,,9.41,3.97,0.02,57.63,,,,
2022-01-22T10:00:00Z,10.27,5.52,,,9.77,4.56,0.05,72.1,,,,
2022-01-22T11:00:00Z,6.62,6.03,,,10.48,4.65,0.04,77.31,,,,
2022-01-22T12:00:00Z,8.39,7.73,,,12.36,5.82,0.07,75.23,,,,
2022-01-22T13:00:00Z,5.51,6.37,,,10.07,4.45,0.1,82.28,,,,
2022-01-22T14:00:00Z,6.04,5.54,,,8.64,3.8,0.01,86.76,,,,
2022-01-22T15:00:00Z,7.8,4.93,,,7.88,3.45,0.03,85.59,,,,
2022-01-22T16:00:00Z,12.2,6.32,,,10.13,5.22,0.05,78.23,,,,
2022-01-22T17:00:00Z,10.46,8.38,,,12.93,7.36,0.0,79.14,,,,
2022-01-22T18:00:00Z,10.41,7.82,,,12.37,6.78,0.0,77.19,,,,
2022-01-22T19:00:00Z,8.17,7.37,,,12.2,6.11,0.01,80.78,,,,
2022-01-22T20:00:00Z,8.05,7.49,,,12.4,6.13,0.02,79.42,,,,
2022-01-22T21:00:00Z,8.58,7.66,,,12.54,6.23,0.07,76.61,,,,
2022-01-22T22:00:00Z,7.63,9.89,,,15.43,8.26,0.0,76.8,,,,
2022-01-22T23:00:00Z,6.62,9.81,,,15.14,8.55,0.04,76.67,,,,
2022-01-23T00:00:00Z,7.28,9.35,,,14.41,8.25,0.0,74.59,,,,
2022-01-23T01:00:00Z,5.31,8.85,,,13.73,7.73,0.05,78.71,,,,
2022-01-23T02:00:00Z,5.06,9.97,,,15.28,8.31,0.01,81.42,,,,
2022-01-23T03:00:00Z,4.69,10.49,,,16.66,8.72,0.0,80.4,,,,
2022-01-23T04:00:00Z,4.47,9.74,,,15.29,8.17,0.03,80.5,,,,
2022-01-23T05:00:00Z,4.52,10.43,,,16.51,8.12,0.02,78.04,,,,
2022-01-23T06:00:00Z,4.81,11.36,,,18.37,8.48,0.02,77.12,,,,
2022-01-23T07:00:00Z,4.37,13.22,,,21.57,9.99,0.03,74.87,,,,
2022-01-23T08:00:00Z,3.69,13.89,,,22.77,10.33,0.03,76.63,,,,
2022-01-23T09:00:00Z,3.57,10.94,,,17.75,8.37,0.01,78.91,,,,
2022-01-23T10:00:00Z,4.06,11.26,,,17.71,8.5,0.0,79.4,,,,
2022-01-23T11:00:00Z,5.02,12.84,,,20.24,9.54,0.05,74.86,,,,
2022-01-23T12:00:00Z,5.3,11.76,,,18.87,8.43,0.02,76.74,,,,
2022-01-23T13:00:00Z,5.81,13.4,,,21.19,10.05,0.01,74.91,,,,
2022-01-23T14:00:00Z,6.14,15.63,,,25.24,12.17,0.0,75.14,,,,
2022-01-23T15:00:00Z,6.11,16.9,,,27.95,13.61,0.0,74.33,,,,
2022-01-23T16:00:00Z,6.5,16.13,,,25.83,13.33,0.0,72.57,,,,
2022-01-23T17:00:00Z,6.36,17.19,,,28.54,14.29,0.01,72.47,,,,
2022-01-23T18:00:00Z,6.42,17.58,,,29.55,14.83,0.03,70.3,,,,
2022-01-23T19:00:00Z,8.45,18.45,,,30.92,15.52,0.1,66.31,,,,
2022-01-23T20:00:00Z,6.76,19.92,,,33.81,16.41,0.0,66.03,,,,
2022-01-23T21:00:00Z,6.24,20.02,,,34.73,16.16,0.01,67.02,,,,
2022-01-23T22:00:00Z,5.42,19.89,,,34.74,16.05,0.0,66.11,,,,
2022-01-23T23:00:00Z,4.72,20.38,,,35.84,16.21,0.0,66.09,,,,
2022-01-24T00:00:00Z,5.74,20.78,,,36.21,16.41,0.02,63.9,,,,
2022-01-24T01:00:00Z,4.8,19.89,,,34.92,15.77,0.01,65.51,,,,
2022-01-24T02:00:00Z,3.63,18.99,,,34.02,14.82,0.0,69.33,,,,
2022-01-24T03:00:00Z,3.43,19.29,,,34.31,14.95,0.0,68.49,,,,
2022-01-24T04:00:00Z,3.7,19.83,,,35.87,15.5,0.0,63.68,,,,
2022-01-24T05:00:00Z,3.76,21.24,,,38.61,16.28,0.02,61.83,,,,
2022-01-24T06:00:00Z,7.55,21.1,,,37.56,16.22,0.02,56.46,,,,
2022-01-24T07:00:00Z,18.3,20.76,,,37.02,16.34,0.08,44.09,,,,
2022-01-24T08:00:00Z,17.84,21.0,,,37.2,16.69,0.5,44.99,,,,
2022-01-24T09:00:00Z,15.95,20.99,,,37.51,16.43,0.17,46.2,,,,
2022-01-24T10:00:00Z,14.03,22.11,,,40.12,17.52,0.05,47.96,,,,
2022-01-24T11:00:00Z,17.88,23.07,,,41.77,18.33,0.1,40.84,,,,
2022-01-24T12:00:00Z,22.55,24.93,,,45.55,19.9,0.14,34.43,,,,
2022-01-24T13:00:00Z,19.19,24.97,,,45.5,19.86,0.02,41.0,,,,
2022-01-24T14:00:00Z,17.9,25.2,,,46.92,20.01,0.05,44.02,,,,
2022-01-24T15:00:00Z,18.6,24.76,,,45.28,19.48,0.1,43.72,,,,
2022-01-24T16:00:00Z,19.21,24.74,,,44.73,19.86,0.41,43.6,,,,
2022-01-24T17:00:00Z,25.69,24.1,,,43.16,19.58,0.08,34.96,,,,
2022-01-24T18:00:00Z,20.29,24.14,,,42.95,19.61,0.05,41.24,,,,
2022-01-24T19:00:00Z,18.87,24.77,,,44.34,20.06,0.01,39.9,,,,
2022-01-24T20:00:00Z,19.1,25.19,,,45.13,20.81,0.04,37.16,,,,
2022-01-24T21:00:00Z,20.73,25.54,,,45.67,20.96,0.0,32.04,,,,
2022-01-24T22:00:00Z,22.37,26.88,,,48.14,21.63,0.1,29.06,,,,
2022-01-24T23:00:00Z,19.2,25.47,,,46.08,20.95,0.07,32.5,,,,
2022-01-25T00:00:00Z,15.55,25.69,,,44.89,21.27,0.02,38.16,,,,
2022-01-25T01:00:00Z,13.66,24.51,,,42.51,20.7,0.0,40.67,,,,
2022-01-25T02:00:00Z,11.09,24.35,,,42.22,20.42,0.05,44.12,,,,
2022-01-25T03:00:00Z,9.81,24.55,,,43.15,20.26,0.04,44.59,,,,
2022-01-25T04:00:00Z,7.94,24.03,,,42.54,19.75,0.0,45.91,,,,
2022-01-25T05:00:00Z,8.35,23.93,,,42.68,19.58,0.01,43.7,,,,
2022-01-25T06:00:00Z,10.17,24.14,,,42.41,19.6,0.03,38.63,,,,
2022-01-25T07:00:00Z,23.41,24.98,,,44.86,20.48,0.72,22.56,,,,
2022-01-25T08:00:00Z,27.52,23.86,,,42.52,19.5,1.09,17.16,,,,
2022-01-25T09:00:00Z,15.88,24.24,,,43.24,19.52,0.19,35.07,,,,
2022-01-25T10:00:00Z,19.27,24.91,,,44.88,20.34,0.07,29.12,,,,
2022-01-25T11:00:00Z,18.8,24.82,,,44.61,19.88,0.18,33.07,,,,
2022-01-25T12:00:00Z,19.74,24.92,,,45.27,20.05,0.38,35.67,,,,
2022-01-25T13:00:00Z,19.36,23.13,,,42.08,18.55,0.21,36.25,,,,
2022-01-25T14:00:00Z,11.78,17.36,,,31.33,13.36,0.02,50.78,,,,
2022-01-25T15:00:00Z,13.05,14.39,,,26.06,10.93,0.02,48.93,,,,
2022-01-25T16:00:00Z,12.18,12.5,,,21.22,8.99,0.3,49.89,,,,
2022-01-25T17:00:00Z,11.82,14.81,,,25.68,11.38,0.04,51.16,,,,
2022-01-25T18:00:00Z,11.27,15.73,,,27.28,12.58,0.08,51.12,,,,
2022-01-25T19:00:00Z,10.33,16.76,,,29.42,13.54,0.03,52.54,,,,
2022-01-25T20:00:00Z,13.41,18.67,,,32.85,15.36,0.02,47.91,,,,
2022-01-25T21:00:00Z,12.97,19.04,,,33.24,15.5,0.02,45.67,,,,
2022-01-25T22:00:00Z,15.43,19.49,,,34.1,16.0,0.07,40.86,,,,
2022-01-25T23:00:00Z,21.4,19.82,,,34.89,16.5,0.04,30.82,,,,
2022-01-26T00:00:00Z,23.07,20.88,,,36.43,17.73,0.05,26.77,,,,
2022-01-26T01:00:00Z,24.02,21.0,,,36.61,18.0,0.02,24.12,,,,
2022-01-26T02:00:00Z,23.52,20.8,,,35.68,18.2,0.01,23.68,,,,
2022-01-26T03:00:00Z,17.63,18.42,,,31.5,15.68,0.03,34.95,,,,
2022-01-26T04:00:00Z,9.12,15.47,,,26.49,12.97,0.0,52.39,,,,
2022-01-26T05:00:00Z,11.01,15.69,,,27.24,13.01,0.01,37.16,,,,
2022-01-26T06:00:00Z,18.37,16.93,,,28.86,14.81,0.08,16.54,,,,
2022-01-26T07:00:00Z,29.6,17.82,,,30.16,15.76,3.05,22.57,,,,
2022-01-26T08:00:00Z,40.18,18.3,,,31.0,16.05,7.83,6.81,,,,
2022-01-26T09:00:00Z,34.86,18.59,,,32.1,16.06,2.38,9.69,,,,
2022-01-26T10:00:00Z,32.2,16.71,,,28.92,14.08,1.63,19.29,,,,
2022-01-26T11:00:00Z,36.56,16.56,,,28.59,13.47,3.27,13.23,,,,
